name,type,cy,by,ud
Agrok??mia ??s Talajtan,J,17,0,354
Akad??miai ??rtes??t??,J,3,0,23
Antik Tanulm??nyok,J,7,0,67
Archaeologiai ??rtesit??,J,17,0,27
Central European Geology,J,3,0,3
Cereal Research Communications,J,18,0,1746
Community Ecology,J,0,0,46
European Journal of Mental Health,J,6,0,28
Hungarian Studies,J,0,0,54
JPC - Journal of Planar Chromatography - Modern TLC,J,33,0,1293
M??v??szett??rt??neti ??rtesit??,J,0,0,6
Magyar Pszichol??giai Szemle,J,10,0,92
Magyar Seb??szet (Hungarian Journal of Surgery),J,36,0,10
Ment??lhigi??n?? es Pszichoszomatika,J,10,0,49
Nanopages,J,0,0,19
Orvosi Hetilap,J,169,0,1083
Pollack Periodica,J,12,0,71
Progress in Agricultural Engineering Sciences,J,11,0,0
Review of Sociology,J,12,0,29
Society and Economy,J,0,0,14
Studia Musicologica Academiae Scientiarum Hungaricae,J,0,0,70
Studia Scientiarum Mathematicarum Hungarica,J,26,0,64
Studia Slavica,J,0,0,188
T??rsadalom ??s Gazdas??g,J,7,0,14
T??rsadalomkutat??s,J,23,0,48
Verbum,J,13,0,23
International Family Planning Perspectives,J,5,0,0
Perspectives on Sexual and Reproductive Health,J,7,0,61
Built Environment,J,18,0,0
Applied Solar Energy,J,17,0,0
Automatic Control and Computer Sciences,J,9,0,0
Automatic Documentation and Mathematical Linguistics,J,13,0,0
Bulletin of the Lebedev Physics Institute,J,17,0,0
Bulletin of the Russian Academy of Sciences Physics,J,123,0,0
Coke and Chemistry,J,10,0,0
Cytology and Genetics,J,21,0,0
International Journal of Self-Propagating High-Temperature Synthesis,J,8,0,0
Journal of Contemporary Mathematical Analysis,J,7,0,0
Journal of Contemporary Physics (Armenian Academy of Sciences),J,20,0,0
Journal of Friction and Wear,J,22,0,0
Journal of Machinery Manufacture and Reliability,J,36,0,0
Journal of Superhard Materials,J,9,0,0
Journal of Water Chemistry and Technology,J,7,0,0
Kinematics and Physics of Celestial Bodies,J,8,0,0
Mathematical Methods of Statistics,J,5,0,0
Mechanics of Solids,J,32,0,0
Moscow University Chemistry Bulletin,J,29,0,0
Moscow University Computational Mathematics and Cybernetics,J,5,0,0
Moscow University Geology Bulletin,J,19,0,0
Moscow University Mathematics Bulletin,J,7,0,0
Moscow University Mechanics Bulletin,J,5,0,0
Moscow University Physics Bulletin,J,16,0,0
Moscow University Soil Science Bulletin,J,9,0,0
Optical Memory and Neural Networks,J,8,0,0
Optoelectronics Instrumentation and Data Processing,J,26,0,0
Physics of Wave Phenomena,J,6,0,0
Radioelectronics and Communications Systems,J,31,0,0
Russian Aeronautics (Iz VUZ),J,21,0,0
Russian Agricultural Sciences,J,44,0,0
Russian Electrical Engineering,J,23,0,0
Russian Engineering Research,J,62,0,0
Russian Journal of Non-Ferrous Metals,J,12,0,0
Russian Mathematics,J,19,0,0
Russian Meteorology and Hydrology,J,30,0,0
Scientific and Technical Information Processing,J,13,0,0
Siberian Advances in Mathematics,J,4,0,0
Solid Fuel Chemistry,J,21,0,0
Steel in Translation,J,63,0,0
Surface Engineering and Applied Electrochemistry,J,13,0,0
Vestnik St Petersburg University Mathematics,J,12,0,0
Stem Cells,J,77,0,298
The Oncologist,J,56,0,28
Journal of Oral Implantology,J,11,0,11
AAP Grand Rounds,J,461,915,13
NeoReviews,J,218,229,20
PEDIATRICS,J,372,0,724
Pediatrics in Review,J,35,0,8
Journal of Periodontology,J,99,0,25
Accounting Horizons,J,36,0,0
Accounting and the Public Interest,J,7,0,8
Auditing A Journal of Practice &amp; Theory,J,20,0,0
Behavioral Research in Accounting,J,14,0,0
Issues in Accounting Education,J,54,0,0
Journal of Emerging Technologies in Accounting,J,10,0,0
Journal of Information Systems,J,20,0,0
Journal of International Accounting Research,J,8,0,0
Journal of Management Accounting Research,J,17,0,0
Journal of the American Taxation Association,J,13,0,0
Cancer Epidemiology Biomarkers &amp; Prevention,J,141,0,56
Cancer Research,J,378,0,138
Clinical Cancer Research,J,258,0,132
Molecular Cancer Research,J,22,0,13
Molecular Cancer Therapeutics,J,74,0,40
Clinical Chemistry,J,116,0,64
Science,J,1175,85,57
Science s STKE,J,159,1,22
American Journal on Mental Retardation,J,8,0,4
Intellectual and Developmental Disabilities,J,12,0,24
Mental Retardation,J,0,27,0
AAPS PharmSciTech,J,29,0,0
The AAPS Journal,J,8,0,0
Medical Physics,J,134,0,0
American Journal of Physics,J,54,0,0
The Physics Teacher,J,143,0,17
The Journal of the American Board of Family Medicine,J,22,0,0
ACS Chemical Biology,J,39,0,3
ACS Nano,J,61,0,26
Accounts of Chemical Research,J,26,0,71
Analytical Chemistry,J,242,0,278
Biochemistry,J,434,0,376
Bioconjugate Chemistry,J,105,0,135
Biomacromolecules,J,155,0,160
Biotechnology Progress,J,46,0,30
Chemical Research in Toxicology,J,80,0,89
Chemical Reviews,J,48,0,29
Chemistry of Materials,J,312,0,234
Crystal Growth &amp; Design,J,194,0,127
Energy &amp; Fuels,J,139,0,104
Environmental Science &amp; Technology,J,282,0,285
Industrial &amp; Engineering Chemistry Fundamentals,J,0,0,1
Industrial &amp; Engineering Chemistry Research,J,244,0,333
Inorganic Chemistry,J,357,0,408
Journal of Agricultural and Food Chemistry,J,384,0,403
Journal of Chemical &amp; Engineering Data,J,117,0,85
Journal of Chemical Information and Modeling,J,55,0,44
Journal of Chemical Theory and Computation,J,51,0,34
Journal of Combinatorial Chemistry,J,41,0,41
Journal of Medicinal Chemistry,J,209,0,199
Journal of Natural Products,J,126,0,195
Journal of Physical Chemistry,J,0,0,1
Journal of Physical Chemistry A,J,420,0,418
Journal of Physical Chemistry B,J,434,0,357
Journal of Physical Chemistry C,J,604,0,582
Journal of Proteome Research,J,109,0,71
Journal of the American Chemical Society,J,836,0,766
Langmuir,J,437,0,443
Macromolecules,J,334,0,294
Molecular Pharmaceutics,J,24,3,33
Nano Letters,J,182,0,168
Organic Letters,J,382,0,416
Organic Process Research &amp; Development,J,50,0,35
Organometallics,J,220,0,225
The Journal of Organic Chemistry,J,432,0,365
The Cleft Palate-Craniofacial Journal,J,19,0,0
Chest,J,211,18016,365
Journal of Veterinary Internal Medicine,J,39,0,8
Veterinary Pathology,J,33,0,0
Journal of Dairy Science,J,151,0,202
Anesthesia Progress,J,6,0,1
Clinical Diabetes,J,11,0,0
Diabetes,J,118,0,96
Diabetes Care,J,179,0,14
Diabetes Spectrum,J,10,0,11
American Economic Review,J,26,0,0
Journal of Economic Literature,J,10,0,1
Journal of Economic Perspectives,J,15,0,0
American Educational Research Journal,J,19,0,0
Educational Evaluation and Policy Analysis,J,5,0,0
Educational Researcher,J,42,0,0
Journal of Educational and Behavioral Statistics,J,12,0,4
Review of Educational Research,J,6,0,0
Fisheries,J,0,0,524
Journal of Aquatic Animal Health,J,6,0,901
North American Journal of Aquaculture,J,9,0,569
North American Journal of Fisheries Management,J,17,0,2865
The Progressive Fish-Culturist,J,0,3324,959
Transactions of the American Fisheries Society,J,31,0,6945
Eos Transactions American Geophysical Union,J,127,0,2
Geochemistry Geophysics Geosystems,J,34,0,3
Geophysical Research Letters,J,399,3,20
Global Biogeochemical Cycles,J,22,0,2
International Journal of Geomagnetism and Aeronomy,J,3,0,0
Journal of Geophysical Research,J,589,4,30
Paleoceanography,J,22,0,1
Radio Science,J,52,0,3
Reviews of Geophysics,J,7,0,0
Space Weather,J,17,0,0
Tectonics,J,30,0,5
Water Resources Research,J,114,0,12
AIAA Journal,J,20,0,0
Journal of Aerospace Computing Information and Communication,J,2,0,0
Journal of Aircraft,J,0,0,2
Journal of Guidance Control and Dynamics,J,29,0,0
Journal of Propulsion and Power,J,19,0,0
Journal of Spacecraft and Rockets,J,21,0,1
AIP Conference Proceedings,C,1563,0,30
Applied Physics Letters,J,1316,0,1096
Biomicrofluidics,J,4,0,0
Chaos An Interdisciplinary Journal of Nonlinear Science,J,36,0,0
Journal of Applied Physics,J,782,0,679
Journal of Mathematical Physics,J,118,0,74
Low Temperature Physics,J,50,0,0
Physics Today,J,105,0,0
Physics of Fluids,J,176,0,132
Physics of Plasmas,J,236,0,175
Review of Scientific Instruments,J,166,0,115
The Journal of Chemical Physics,J,672,0,510
American Journal of Science,J,14,0,0
Journal of International Marketing,J,8,0,0
Journal of Marketing Research,J,15,0,0
Journal of Public Policy &amp; Marketing,J,17,0,0
Bulletin of the American Mathematical Society,J,9,61,35
Conformal Geometry and Dynamics of the American Mathematical Society,J,5,0,0
Journal of the American Mathematical Society,J,9,0,0
Mathematics of Computation,J,29,0,24
Proceedings of the American Mathematical Society,J,173,0,0
Representation Theory of the American Mathematical Society,J,2,0,0
St Petersburg Mathematical Journal,J,14,0,0
Transactions of the American Mathematical Society,J,67,0,16
Transactions of the Moscow Mathematical Society,J,8,0,0
Archives of Dermatology,J,122,0,76
Archives of Facial Plastic Surgery,J,24,0,40
Archives of General Psychiatry,J,46,0,14
Archives of Internal Medicine,J,135,0,101
Archives of Neurology,J,117,0,46
Archives of Ophthalmology,J,118,0,141
Archives of Otolaryngology - Head and Neck Surgery,J,67,0,0
Archives of Pediatrics and Adolescent Medicine,J,74,0,0
Archives of Surgery,J,94,0,0
JAMA The Journal of the American Medical Association,J,470,0,625
Bulletin of the American Meteorological Society,J,17,0,144
Earth Interactions,J,4,0,3
Journal of Applied Meteorology,J,0,0,48
Journal of Applied Meteorology and Climatology,J,26,0,20
Journal of Atmospheric and Oceanic Technology,J,31,0,17
Journal of Climate,J,89,6,3363
Journal of Hydrometeorology,J,13,0,23
Journal of Physical Oceanography,J,25,0,67
Journal of the Atmospheric Sciences,J,74,0,161
Monthly Weather Review,J,56,1,17
Weather and Forecasting,J,16,0,0
Peanut Science,J,11,0,11
Journal of the American Pharmacists Association,J,17,0,1
Physical Review A,J,616,0,5
Physical Review B,J,1490,0,21
Physical Review C,J,254,0,18
Physical Review D,J,710,0,9
Physical Review E,J,590,0,9
Physical Review Letters,J,983,0,33
Physical Review Special Topics - Accelerators and Beams,J,25,0,1
Physical Review Special Topics - Physics Education Research,J,7,0,0
Reviews of Modern Physics,J,9,0,1
Physical Therapy,J,33,0,0
AJP Advances in Physiology Education,J,30,0,114
AJP Cell Physiology,J,98,0,120
AJP Endocrinology and Metabolism,J,91,0,117
AJP Gastrointestinal and Liver Physiology,J,85,0,78
AJP Heart and Circulatory Physiology,J,167,0,215
AJP Lung Cellular and Molecular Physiology,J,60,0,72
AJP Regulatory Integrative and Comparative Physiology,J,114,0,107
AJP Renal Physiology,J,74,0,111
Journal of Applied Physiology,J,138,0,253
Journal of Neurophysiology,J,149,0,234
Physiological Genomics,J,37,0,55
Physiological Reviews,J,9,0,0
Physiology,J,16,0,0
Academic Psychiatry,J,16,0,0
American Journal of Psychiatry,J,95,0,42
Gabbard s Treatments of Psychiatric Disorders 4th Edition,B,1,0,0
Journal of Neuropsychiatry,J,38,0,0
Psychiatric Services,J,122,0,0
Psychosomatics,J,18,0,0
A handbook of child psychology Vol 1 (2nd rev ed ),B,0,11,0
A history of psychology in autobiography Vol VI,B,0,14,0
A history of the association psychology,B,0,11,0
Addresses on psycho-analysis,B,0,23,0
Adlerian therapy Theory and practice,B,0,0,26
American Journal of Orthopsychiatry,J,0,51,4
American Psychologist,J,111,95,184
An historical introduction to modern psychology,B,0,0,54
Applied psychology,B,0,0,54
Autobiography of a schizophrenic girl Reality lost and gained with analytic interpretation,B,0,0,40
Behavioral Neuroscience,J,70,8,55
Bereavement in late life Coping adaptation and developmental influences,B,0,0,20
Canadian Journal of Behavioural Science/Revue canadienne des Sciences du comportement,J,65,189,2
Canadian Journal of Experimental Psychology/Revue canadienne de psychologie exp??rimentale,J,86,177,1
Canadian Journal of Psychology/Revue Canadienne de Psychologie,J,0,0,11
Canadian Psychology/Psychologie Canadienne,J,112,314,116
Child psychology (rev and enlarged),B,0,0,34
Consulting Psychology Journal Practice and Research,J,7,1,3
Contemporary issues in comparative psychology,B,0,20,0
Crisis The Journal of Crisis Intervention and Suicide Prevention,J,0,43,43
Cultural Diversity and Ethnic Minority Psychology,J,12,0,2
Cultural Diversity and Mental Health,J,0,0,2
Cumulative record (enlarged ed ),B,0,0,68
Denial of illness Symbolic and physiological aspects,B,0,0,24
Developmental Psychology,J,30,1,2
Dialogues on difference Studies of diversity in the therapeutic relationship,B,0,0,66
Dreaming,J,5,0,5
Educating the human brain,B,11,0,0
Emotion,J,24,0,4
Empirical studies of the therapeutic hour,B,0,0,18
Epidemiology and mental illness A report to the staff director Jack R Ewalt,B,0,0,20
Experimental and Clinical Psychopharmacology,J,10,0,1
Experimental basis for neurotic behavior Origin and development of artificially produced disturbances of behavior in dogs,B,0,0,20
Expert witnesses in child abuse cases What can and should be said in court,B,0,0,28
Families Systems &amp; Health,J,16,0,20
Fields of psychology Basic and applied (2nd ed 3rd printing),B,0,22,0
Freud and the 20th century,B,0,0,34
Group Dynamics Theory Research and Practice,J,17,0,10
Handbook of applied psychology (Vol 1),B,0,9,0
Handbook of applied psychology (Vol 2),B,0,11,0
Health Psychology,J,23,0,12
Insight in psychotherapy,B,22,0,0
Instructor s manual for experiments and demonstrations in psychology,B,0,16,0
International Journal of Play Therapy,J,0,0,6
International Journal of Stress Management,J,7,0,0
Journal of Abnormal Psychology,J,19,3,16
Journal of Applied Psychology,J,22,1,16
Journal of Comparative Psychology,J,14,1,18
Journal of Comparative and Physiological Psychology,J,0,0,21
Journal of Consulting Psychology,J,0,0,9
Journal of Consulting and Clinical Psychology,J,35,1,27
Journal of Counseling Psychology,J,0,0,1
Journal of Educational Psychology,J,15,107,272
Journal of Experimental Psychology,J,0,0,1
Journal of Experimental Psychology Animal Behavior Processes,J,12,0,0
Journal of Experimental Psychology Applied,J,6,0,0
Journal of Experimental Psychology General,J,13,0,0
Journal of Experimental Psychology Human Perception and Performance,J,40,0,3
Journal of Experimental Psychology Learning Memory and Cognition,J,14,0,4
Journal of Family Psychology,J,2,1,4
Journal of Occupational Health Psychology,J,7,0,0
Journal of Personality and Social Psychology,J,29,1,9
Journal of Psychotherapy Integration,J,0,0,1
Laboratory instrumentation in psychology,B,0,9,0
Lectures on conditioned reflexes Twenty-five years of objective study of the higher nervous activity (behaviour) of animals,B,0,0,84
Mental health manpower trends A report to the staff director Jack R Ewalt,B,0,0,22
Modern clinical psychology (5th ed ),B,0,15,0
Neuropsychology,J,20,2,2
Outlines for psychiatric examinations (3rd ed ),B,0,12,0
Perception An approach to personality,B,0,0,28
Personality disorders and the five-factor model of personality,B,0,0,44
Personality disorders and the five-factor model of personality (2nd ed ),B,0,0,52
Personality psychology in the workplace,B,0,0,28
Problems of installation in museums of art,B,0,7,0
Professional Psychology,J,0,0,1
Professional Psychology Research and Practice,J,14,2,5
PsycCRITIQUES,J,223,0,59
Psychoanalysis behavior therapy and the relational world,B,0,0,40
Psychoanalytic Psychology,J,16,0,7
Psychodiagnostics A diagnostic test based on perception (3rd ed rev and enlarged) including the application of the form interpre,B,0,8,0
Psychodrama first volume,B,0,0,140
Psychological Assessment,J,12,1,2
Psychological Bulletin,J,11,4,31
Psychological Methods,J,2,0,0
Psychological Review,J,18,2,34
Psychological Services,J,9,0,0
Psychological treatment of obsessive-compulsive disorder Fundamentals and beyond,B,15,0,0
Psychology Public Policy and Law,J,2,1,0
Psychology The study of behaviour,B,0,0,18
Psychology and Aging,J,2,1,2
Psychology and economic injustice Personal professional and political intersections,B,0,0,14
Psychology and the Department of Veterans Affairs A historical analysis of training research practice and advocacy,B,8,0,0
Psychology of Addictive Behaviors,J,20,6,5
Psychology of Men &amp; Masculinity,J,4,0,0
Psychology of early childhood Up to the sixth year of age (3rd ed rev and enlarged),B,0,39,0
Psychopathology of everyday life,B,0,0,26
Psychotherapy Clinical research and theoretical issues,B,0,32,0
Psychotherapy Theory Research &amp; Practice,J,0,897,13
Psychotherapy Theory Research Practice Training,J,19,189,2
Psychotherapy and the modification of abnormal behavior An introduction to theory and research,B,0,9,0
Qualitative research in psychology Expanding perspectives in methodology and design,B,0,0,30
Readings in modern methods of counseling,B,0,0,94
Reforming human services Change through participation,B,0,19,0
Rehabilitation Psychology,J,14,0,14
Review of General Psychology,J,7,0,1
Rumor psychology Social and organizational approaches,B,0,0,22
School Psychology Quarterly,J,0,84,0
Second-order change in psychotherapy The golden thread that unifies effective treatments,B,0,0,26
Selected papers on philosophy,B,0,0,26
Sensation seeking and risky behavior,B,8,0,0
Shy children phobic adults Nature and treatment of social anxiety disorders (2nd ed ),B,10,0,0
Sigmund Freud and the Jewish mystical tradition,B,0,0,68
Sleeping and waking Physiology and psychology,B,0,13,0
Social change and scientific progress,B,0,2,0
Society and personality An interactionist approach to social psychology,B,0,0,38
Sourcebook for training in clinical psychology,B,0,14,0
Termination in psychotherapy A psychodynamic model of processes and outcomes,B,10,0,0
The Journal of Abnormal Psychology,J,0,0,32
The Journal of Abnormal Psychology and Social Psychology,J,0,0,1
The Journal of Abnormal and Social Psychology,J,0,0,1
The anatomy of impact What makes the great works of psychology great,B,0,0,28
The commonsense psychiatry of Dr Adolf Meyer Fifty-two selected papers,B,0,0,26
The evolution of mental health law,B,0,0,32
The legal construction of identity The judicial and social legacy of American colonialism in Puerto Rico,B,0,0,18
The neurotic constitution Outlines of a comparative individualistic psychology and psychotherapy,B,0,0,28
The origins of psycho-analysis Letters to Wilhelm Fliess drafts and notes 1887-1902,B,0,18,0
The prediction of personal adjustment A survey of logical problems and research techniques with illustrative application to prob,B,0,17,0
The psychic life of micro-organisms A study in experimental psychology,B,0,0,20
The psychodynamics of abnormal behavior,B,0,23,0
The training of psychotherapists A multidisciplinary approach,B,0,0,18
Training and Education in Professional Psychology,J,0,0,1
Uniting psychology and biology Integrative perspectives on human development,B,0,0,46
White House conference 1930 Addresses and abstracts of committee reports White House conference on child health and protection c,B,0,0,54
Why aren t more women in science Top researchers debate the evidence,B,18,0,0
American Journal of Public Health,J,76,0,201
American Journal of Roentgenology,J,186,0,285
Hesperia,J,10,0,0
Journal of Biomedical Nanotechnology,J,25,0,0
Journal of Computational and Theoretical Nanoscience,J,2,0,34
Journal of Holography and Speckle,J,1,0,17
Journal of Low Power Electronics,J,11,0,0
Journal of Nanoelectronics and Optoelectronics,J,9,0,0
Journal of Nanoscience and Nanotechnology,J,170,0,52
Journal of Bone and Mineral Research,J,96,0,82
Journal of Biological Chemistry,J,958,6,1407
Molecular &amp; Cellular Proteomics,J,64,0,86
The Journal of Lipid Research,J,67,0,159
Molecular Biology of the Cell,J,114,0,89
Cell Biology Education,J,114,19,152
Journal of Clinical Investigation,J,143,0,223
American Journal of Clinical Pathology,J,54,0,331
Laboratory Medicine,J,34,0,23
American Journal Of Pathology,J,74,0,54
Journal of Molecular Diagnostics,J,21,0,19
Antimicrobial Agents and Chemotherapy,J,192,0,222
Applied and Environmental Microbiology,J,269,0,521
Clinical Microbiology Reviews,J,7,0,0
Clinical and Vaccine Immunology,J,93,0,65
Eukaryotic Cell,J,69,0,97
Infection and Immunity,J,152,0,150
Journal of Bacteriology,J,271,0,340
Journal of Clinical Microbiology,J,206,0,181
Journal of Virology,J,350,0,655
Microbiology and Molecular Biology Reviews,J,6,0,0
Molecular and Cellular Biology,J,208,0,319
Drug Metabolism and Disposition,J,76,0,107
Journal of Pharmacology and Experimental Therapeutics,J,133,0,163
Molecular Interventions,J,8,0,0
Molecular Pharmacology,J,110,0,182
Pharmacological Reviews,J,4,0,2
Agronomy Journal,J,40,0,0
Journal of Environmental Quality,J,43,0,0
Journal of Andrology,J,32,0,0
Journal of Animal Science,J,184,0,28
Computing in Civil Engineering 2007,C,103,0,0
Environmental and Water Resources Milestones in Engineering History,C,18,0,0
IATC 2007,C,21,0,0
International Conference on Transportation Engineering 2007 (ICTE 2007),C,690,0,0
International Journal of Geomechanics,J,7,0,0
Journal of Aerospace Engineering,J,5,78,0
Journal of Architectural Engineering,J,8,0,0
Journal of Bridge Engineering,J,37,0,0
Journal of Cold Regions Engineering,J,4,45,0
Journal of Composites for Construction,J,13,0,0
Journal of Computing in Civil Engineering,J,20,81,0
Journal of Construction Engineering and Management,J,30,179,0
Journal of Energy Engineering,J,4,43,0
Journal of Engineering Mechanics,J,38,591,0
Journal of Environmental Engineering,J,30,257,0
Journal of Geotechnical and Geoenvironmental Engineering,J,56,0,0
Journal of Hydraulic Engineering,J,46,486,0
Journal of Hydrologic Engineering,J,30,0,0
Journal of Infrastructure Systems,J,9,0,0
Journal of Irrigation and Drainage Engineering,J,15,280,0
Journal of Management in Engineering,J,7,119,0
Journal of Materials in Civil Engineering,J,37,77,0
Journal of Performance of Constructed Facilities,J,10,90,0
Journal of Professional Issues in Engineering Education and Practice,J,21,177,1
Journal of Structural Engineering,J,56,830,0
Journal of Surveying Engineering,J,7,58,0
Journal of Transportation Engineering,J,23,195,0
Journal of Urban Planning and Development,J,6,39,0
Journal of Water Resources Planning and Management,J,33,173,0
Journal of Waterway Port Coastal and Ocean Engineering,J,17,178,0
Leadership and Management in Engineering,J,15,0,0
Natural Hazards Review,J,4,0,0
Practice Periodical of Hazardous Toxic and Radioactive Waste Management,J,9,0,0
Practice Periodical on Structural Design and Construction,J,8,0,0
Structures Congress 2007,C,197,0,0
World Environmental and Water Resources Congress 2006,C,461,0,0
World Environmental and Water Resources Congress 2007,C,637,0,0
Journal of Clinical Oncology,J,336,0,922
Journal of Oncology Practice,J,22,0,0
American Journal of Health-System Pharmacy,J,91,0,0
Blood,J,415,0,947
Hematology,J,72,0,0
Journal of the American Society of Nephrology,J,82,0,89
Clinical Journal of the American Society of Nephrology,J,74,0,41
American Journal of Neuroradiology,J,139,0,36
THE PLANT CELL ONLINE,J,96,0,238
PLANT PHYSIOLOGY,J,135,0,551
Systematic Botany,J,20,0,0
American Journal of Audiology,J,15,0,0
American Journal of Speech-Language Pathology,J,10,0,0
Bylaws of the American Speech-Language-Hearing Association,R,2,0,1
Journal of Speech Language and Hearing Research,J,17,0,51
Language Speech and Hearing Services in Schools,J,12,0,0
Statement of Practices and Procedures for Appeals of Board of Ethics Decisions,R,1,0,1
Year 2007 Position Statement Principles and Guidelines for Early Hearing Detection and Intervention Programs,R,1,0,0
Journal of Agricultural Biological &amp; Environmental Statistics,J,10,0,0
Journal of Business &amp; Economic Statistics,J,12,0,0
Journal of Computational &amp; Graphical Statistics,J,13,0,0
Journal of the American Statistical Association,J,42,0,0
Technometrics,J,13,0,0
The American Statistician,J,20,0,0
Proceedings of the American Thoracic Society,J,39,0,19
American Journal of Respiratory Cell and Molecular Biology,J,38,0,42
American Journal of Respiratory and Critical Care Medicine,J,92,0,111
Biointerphases,J,3,0,0
Journal of Vacuum Science &amp; Technology A Vacuum Surfaces and Films,J,19,0,0
Journal of Vacuum Science &amp; Technology B Microelectronics and Nanometer Structures,J,210,0,0
Surface Science Spectra,J,13,0,0
American Journal of Veterinary Research,J,41,0,1
Journal of the American Veterinary Medical Association,J,102,0,0
The Annals of Family Medicine,J,21,0,20
Annual Review of Anthropology,J,1,0,1
Annual Review of Biochemistry,J,1,0,1
Annual Review of Biophysics,J,1,0,0
Annual Review of Cell and Developmental Biology,J,4,0,24
Annual Review of Clinical Psychology,J,2,0,0
Annual Review of Earth and Planetary Sciences,J,4,0,0
Annual Review of Ecology Evolution and Systematics,J,9,0,40
Annual Review of Entomology,J,2,0,25
Annual Review of Environment and Resources,J,2,0,15
Annual Review of Genetics,J,8,0,14
Annual Review of Immunology,J,4,0,1
Annual Review of Law and Social Science,J,3,0,18
Annual Review of Medicine,J,14,0,2
Annual Review of Nuclear and Particle Science,J,0,0,15
Annual Review of Pathology Mechanisms of Disease,J,9,1,0
Annual Review of Pharmacology and Toxicology,J,11,0,0
Annual Review of Physical Chemistry,J,16,0,0
Annual Review of Physiology,J,13,0,0
Annual Review of Plant Biology,J,4,0,0
Annual Review of Political Science,J,3,0,0
Annual Review of Psychology,J,13,0,14
Annual Review of Public Health,J,8,0,0
Anthropological Science,J,7,0,0
Anthropological Science (Japanese Series),J,5,0,0
Advances in Applied Probability,J,41,0,0
Journal of Applied Probability,J,63,1,0
Acta Arachnologica,J,5,0,0
Journal of Asian Architecture and Building Engineering,J,26,0,0
Clinical Trials,J,1,0,6
2nd international workshop on Service oriented software engineering in conjunction with the 6th ESEC/FSE joint meeting - IW-SOSW,C,9,0,0
ACM Communications in Computer Algebra,J,3,0,0
ACM Computing Surveys,J,3,0,3
ACM Journal on Emerging Technologies in Computing Systems,J,5,0,0
ACM SIGACT News,J,15,0,0
ACM SIGAPL APL Quote Quad,J,0,17,0
ACM SIGARCH Computer Architecture News,J,17,17,0
ACM SIGAda Ada Letters,J,41,0,24
ACM SIGBED Review,J,13,0,0
ACM SIGCAS Computers and Society,J,5,6,0
ACM SIGCPR Computer Personnel,J,0,3,0
ACM SIGCUE Outlook,J,0,18,0
ACM SIGGRAPH Computer Graphics,J,0,3,0
ACM SIGKDD Explorations Newsletter,J,8,0,0
ACM SIGMICRO Newsletter,J,0,15,0
ACM SIGMIS Database,J,20,0,20
ACM SIGMOBILE Mobile Computing and Communications Review,J,9,27,0
ACM SIGMOD Record,J,7,0,0
ACM SIGOPS Operating Systems Review,J,12,3,0
ACM SIGPLAN Lisp Pointers,J,0,61,0
ACM SIGPLAN Notices,J,73,24,39
