name,type,cy,by,ud
Journal of Physical Chemistry C,J,643,0,739
Journal of Proteome Research,J,111,0,121
Journal of the American Chemical Society,J,850,0,806
Langmuir,J,481,0,619
Macromolecules,J,376,1,542
Molecular Pharmaceutics,J,1,19,14
Nano Letters,J,163,0,201
Organic Letters,J,351,0,387
Organic Process Research &amp; Development,J,54,0,53
Organometallics,J,256,0,216
The Journal of Organic Chemistry,J,403,66,352
The Cleft Palate-Craniofacial Journal,J,17,16,1539
Chest,J,200,0,2
Journal of Applied Clinical Medical Physics,J,76,186,0
Journal of Veterinary Internal Medicine,J,57,0,1269
Veterinary Pathology,J,28,0,0
Journal of Dairy Science,J,51,0,0
Anesthesia Progress,J,0,0,78
Clinical Diabetes,J,48,182,0
Diabetes,J,566,7438,0
Diabetes Care,J,851,6790,0
Diabetes Spectrum,J,64,199,0
American Economic Review,J,58,0,50
Journal of Economic Literature,J,11,0,18
Journal of Economic Perspectives,J,31,0,28
Fisheries,J,0,0,431
Journal of Aquatic Animal Health,J,9,0,836
North American Journal of Aquaculture,J,9,0,441
North American Journal of Fisheries Management,J,37,0,2692
The Progressive Fish-Culturist,J,0,0,912
Transactions of the American Fisheries Society,J,47,1,6779
Eos Transactions American Geophysical Union,J,52,0,382
Geochemistry Geophysics Geosystems,J,46,0,2
Geophysical Research Letters,J,405,0,13
Global Biogeochemical Cycles,J,26,0,1
International Journal of Geomagnetism and Aeronomy,J,6,0,1
Journal of Geophysical Research,J,495,0,37
Paleoceanography,J,20,0,2
Radio Science,J,28,0,5
Reviews of Geophysics,J,4,0,0
Space Weather,J,17,0,0
Tectonics,J,17,0,0
Water Resources Research,J,106,0,3
AIAA Journal,J,122,0,3
Journal of Aircraft,J,83,0,2
Journal of Guidance Control and Dynamics,J,37,0,0
Journal of Propulsion and Power,J,35,0,0
Journal of Spacecraft and Rockets,J,58,0,0
Journal of Thermophysics and Heat Transfer,J,25,0,0
AIP Conference Proceedings,C,1819,386,555
Applied Physics Letters,J,1588,0,1452
Biomicrofluidics,J,4,0,3
Chaos An Interdisciplinary Journal of Nonlinear Science,J,44,0,56
Journal of Applied Physics,J,1045,0,943
Journal of Mathematical Physics,J,106,0,119
Journal of Physical and Chemical Reference Data,J,16,21,0
Low Temperature Physics,J,14,0,0
Physics Today,J,1026,2379,6
Physics of Fluids,J,117,0,143
Physics of Plasmas,J,197,0,184
Review of Scientific Instruments,J,193,0,204
The Journal of Chemical Physics,J,605,0,508
American Journal of Science,J,6,0,0
Journal of International Marketing,J,21,19,189
Journal of Marketing,J,14,0,15
Journal of Marketing Research,J,19,0,0
Bulletin of the American Mathematical Society,J,3,0,0
Conformal Geometry and Dynamics of the American Mathematical Society,J,5,0,0
Electronic Research Announcements of the American Mathematical Society,J,2,0,0
Journal of the American Mathematical Society,J,16,0,7
Mathematics of Computation,J,26,0,0
Proceedings of the American Mathematical Society,J,127,0,0
Representation Theory of the American Mathematical Society,J,2,0,0
St Petersburg Mathematical Journal,J,14,0,0
Theory of Probability and Mathematical Statistics,J,15,0,0
Transactions of the American Mathematical Society,J,73,0,0
Transactions of the Moscow Mathematical Society,J,6,0,0
Archives of Dermatology,J,110,0,0
Archives of Facial Plastic Surgery,J,43,0,0
Archives of General Psychiatry,J,50,0,0
Archives of Internal Medicine,J,115,0,1
Archives of Neurology,J,121,0,3
Archives of Ophthalmology,J,91,0,0
Archives of Otolaryngology - Head and Neck Surgery,J,76,0,0
Archives of Pediatrics and Adolescent Medicine,J,70,0,0
Archives of Surgery,J,85,0,0
JAMA The Journal of the American Medical Association,J,482,0,8
Bulletin of the American Meteorological Society,J,14,0,5
Earth Interactions,J,7,0,3
Journal of Applied Meteorology and Climatology,J,30,0,2
Journal of Atmospheric and Oceanic Technology,J,50,0,1
Journal of Climate,J,67,0,67
Journal of Hydrometeorology,J,16,0,0
Journal of Physical Oceanography,J,38,0,0
Journal of the Atmospheric Sciences,J,59,0,56
Monthly Weather Review,J,68,3964,122
Weather and Forecasting,J,15,0,0
Peanut Science,J,34,0,11
Journal of the American Pharmaceutical Association,J,0,33,182
Journal of the American Pharmacists Association,J,65,20,363
Physical Review,J,0,0,1
Physical Review A,J,588,0,15
Physical Review B,J,1415,0,14
Physical Review C,J,206,0,1
Physical Review D,J,578,0,4
Physical Review E,J,564,0,27
Physical Review Letters,J,1008,0,19
Physical Review Special Topics - Accelerators and Beams,J,42,0,2
Physical Review Special Topics - Physics Education Research,J,2,0,1
Reviews of Modern Physics,J,8,0,0
Physical Therapy,J,133,0,0
AJP Advances in Physiology Education,J,21,0,0
AJP Cell Physiology,J,89,0,123
AJP Endocrinology and Metabolism,J,118,0,147
AJP Gastrointestinal and Liver Physiology,J,90,0,100
AJP Heart and Circulatory Physiology,J,233,0,192
AJP Lung Cellular and Molecular Physiology,J,79,0,91
AJP Regulatory Integrative and Comparative Physiology,J,106,0,88
AJP Renal Physiology,J,95,0,119
Journal of Applied Physiology,J,160,0,174
Journal of Neurophysiology,J,187,0,307
Physiological Genomics,J,36,0,28
Physiological Reviews,J,8,0,0
Physiology,J,7,0,0
APA Practice Guidelines for the Treatment of Psychiatric Disorders Comprehensive Guidelines and Guideline Watches,B,22,0,0
APA Practice Guidelines for the Treatment of Psychiatric Disorders Quick Reference Guidelines,B,15,0,0
Academic Psychiatry,J,43,0,0
American Journal of Psychiatry,J,145,0,0
DSM-IV-TR Casebook A Learning Companion to the Diagnostic and Statistical Manual of Mental Disorders,B,0,219,0
DSM-IV-TR Handbook of Differential Diagnosis,B,0,5,0
Diagnostic and Statistical Manual of Mental Disorders Fourth Edition Text Revision (DSM-IV-TR),B,0,182,0
Essentials of Clinical Psychopharmacology,B,45,0,0
Journal of Neuropsychiatry,J,24,0,0
Psychiatric Services,J,153,0,0
Psychosomatics,J,37,0,0
The American Psychiatric Publishing Textbook of Clinical Psychiatry,B,0,41,0
What Your Patients Need to Know About Psychiatric Medications,B,78,0,0
A Point Scale of Performance Tests Vol I Clinical Manual (2nd ed rev ),B,0,4,0
A handbook of general experimental psychology,B,0,21,0
A handbook of methods for the study of adolescent children,B,0,26,0
A history of psychology in autobiography Vol I,B,0,16,0
A history of psychology in autobiography Vol VII,B,0,12,0
A history of psychology in autobiography Vol VIII,B,0,14,0
A history of public health,B,0,9,0
A point scale of performance tests Vol 1 Clinical manual,B,0,6,0
Abnormal psychology A clinical approach to psychological deviants,B,0,19,0
Adjustment and personality,B,0,16,0
Adlerian therapy Theory and practice,B,13,0,0
American Journal of Orthopsychiatry,J,37,587,105
American Psychologist,J,33,37,0
An introduction to comparative psychology,B,0,21,0
An introduction to social psychology (13th ed ),B,0,17,0
An introduction to the fields of psychology,B,0,14,0
An outline of psychoanalysis,B,0,17,0
An outline of psychobiology (2nd ed ),B,0,10,0
Applications of psychology,B,0,21,0
Behavioral Neuroscience,J,50,0,0
Bullying prevention Creating a positive school climate and developing social competence,B,11,0,0
Canadian Journal of Behavioural Science,J,0,358,64
Canadian Journal of Behavioural Science Revue canadienne des Sciences du comportement,J,0,227,14
Canadian Journal of Experimental Psychology,J,0,119,76
Canadian Journal of Psychology Revue Canadienne de Psychologie,J,0,295,42
Canadian Psychology,J,0,341,47
Canadian Psychology Psychologie Canadienne,J,0,382,216
Centennial papers Saint Elizabeths Hospital 1855-1955,B,0,19,0
Chronic depression Interpersonal sources therapeutic solutions,B,15,0,0
Clinical neuropsychology A pocket handbook for assessment 2nd ed,B,29,0,0
Cognition and suicide Theory research and therapy,B,18,0,0
Constructive divorce Procedural justice and sociolegal reform,B,8,0,0
Consulting Psychology Journal Practice and Research,J,6,0,1
Contributions toward medical psychology Theory and psychodiagnostic methods Vol II,B,0,12,0
Counsel to parents,B,0,18,0
Creative imagination Studies in the psychology of literature,B,0,30,0
Cultural Diversity &amp; Ethnic Minority Psychology,J,9,0,0
Cultural Diversity &amp; Mental Health,J,0,21,0
Cumulative record (enlarged ed ),B,0,34,0
Current trends in psychological theory,B,0,9,0
Developmental Psychology,J,41,0,1
Dice of destiny An introduction to human destiny and racial variations (2nd ed ),B,0,17,0
Dreaming,J,4,0,1
Elementary psychology with practical applications to education and conduct of life including an outline of logic,B,0,6,0
Elements of Psychology,B,0,35,0
Emerging adults in America Coming of age in the 21st century,B,14,0,0
Emotion,J,21,0,0
Emotions and memory (2nd unaltered ed ),B,0,10,0
Essentials of clinical hypnosis An evidence-based approach,B,13,0,0
Ethical practice in small communities Challenges and rewards for psychologists,B,8,0,0
Existence A new dimension in psychiatry and psychology,B,0,11,0
Experimental and Clinical Psychopharmacology,J,10,0,0
Experimental psychology An introduction,B,0,17,0
Explorations in transactional psychology,B,0,22,0
Families Systems &amp; Health,J,19,0,1
Foundations of psychology,B,0,26,0
Frustration and regression An experiment with young children,B,0,10,0
General experimental psychology,B,0,30,0
General psychology,B,0,14,0
Graduate education in psychology Report of the Conference on Graduate Education in Psychology,B,0,10,0
Group Dynamics Theory Research and Practice,J,6,0,0
Group psychology and the analysis of the ego,B,0,13,0
Handbook of multimethod measurement in psychology,B,32,0,0
Health Psychology,J,29,0,0
Heredity and environment A critical survey of recently published material on twins and foster children,B,0,5,0
History of Psychology,J,7,0,0
Human behavior from the transactional point of view,B,0,19,0
Illusions A psychological study--In two parts part first,B,0,8,0
Illusions A psychological study--In two parts part second,B,0,6,0
Imagery in psychotherapy,B,11,0,0
Infant behavior Its genesis and growth,B,0,7,0
International Journal of Stress Management,J,8,0,0
Introduction to comparative psychology,B,0,21,0
Introduction to philosophy An inquiry after a rational system of scientific principles in their relation to ultimate reality,B,0,15,0
Journal of Abnormal Psychology,J,21,0,0
Journal of Applied Psychology,J,49,0,1
Journal of Comparative Psychology,J,12,0,1
Journal of Consulting and Clinical Psychology,J,23,0,2
Journal of Counseling Psychology,J,12,0,0
Journal of Educational Psychology,J,16,0,1
Journal of Experimental Psychology Animal Behavior Processes,J,8,0,0
Journal of Experimental Psychology Applied,J,5,0,0
Journal of Experimental Psychology General,J,8,0,0
Journal of Experimental Psychology Human Perception and Performance,J,18,0,0
Journal of Experimental Psychology Learning Memory and Cognition,J,36,0,0
Journal of Family Psychology,J,14,105,7
Journal of Occupational Health Psychology,J,6,0,0
Journal of Personality and Social Psychology,J,36,0,0
Journal of Psychotherapy Integration,J,3,0,0
Journal of researches into the natural history and ecology of the countries visited during the voyage of H M S Beagle round the,B,0,22,0
Lessons in psychology designed especially for private students and as a textbook in secondary schools,B,0,41,0
Man in process,B,0,24,0
Manual of psychiatry (6th ed rev enlarged and illus ),B,0,49,0
Manual of psychiatry and mental hygiene (7th ed ),B,0,40,0
Measurement and guidance of college students,B,0,6,0
Measurement in psychology,B,0,28,0
My life Autobiography of Havelock Ellis,B,0,15,0
Neuropsychology,J,17,0,0
Outlines of psychology with special reference to the theory of education A textbook for colleges,B,0,15,0
Personality and social systems,B,0,62,0
Practical ethics for psychologists A positive approach,B,17,0,0
Preventing violence Research and evidence-based intervention strategies,B,14,0,0
Preventing youth violence in a multicultural society,B,12,0,0
Principles of psychology A systematic text in the science of behavior,B,0,12,0
Problems of a changing social order,B,0,32,0
Professional Psychology Research and Practice,J,16,0,0
PsycCRITIQUES,J,856,142,37460
Psychoanalytic Psychology,J,15,288,0
Psychological Assessment,J,14,0,0
Psychological Bulletin,J,16,0,0
Psychological Methods,J,4,0,0
Psychological Review,J,11,0,0
Psychological Services,J,7,0,0
Psychological principles (2nd ed ),B,0,19,0
Psychological treatment of chronic illness The biopsychosocial therapy approach,B,10,0,0
Psychology,B,0,18,0
Psychology A problem-solving approach,B,0,15,0
Psychology A scientific study of man,B,0,21,0
Psychology Public Policy and Law,J,3,0,0
Psychology and Aging,J,39,0,0
Psychology and natural theology,B,0,26,0
Psychology and the teacher,B,0,30,0
Psychology of Addictive Behaviors,J,13,105,1
Psychology of Aesthetics Creativity and the Arts,J,12,0,0
Psychology of Men &amp; Masculinity,J,5,0,0
Psychopathia sexualis A medico-forensic study,B,0,8,0
Psychotherapy Theory Research Practice Training,J,16,0,8
Public welfare administration,B,0,13,0
Readings in general psychology,B,0,70,0
Readings in psychoanalytic psychology,B,0,27,0
Readings in the history of psychology,B,0,62,0
Reforming punishment Psychological limits to the pains of imprisonment,B,12,0,0
Rehabilitation Psychology,J,13,108,41
Research in psychopathology Selected readings,B,0,14,0
Road rage Assessment and treatment of the angry aggressive driver,B,12,0,0
School Psychology Quarterly,J,7,0,0
Selected papers on philosophy,B,0,13,0
Strengthening research methodology Psychological measurement and evaluation,B,14,0,0
Studies in the nature of character II Studies in service and self-control,B,0,30,0
Studies in topological and vector psychology I,B,0,4,0
Studies of childhood,B,0,13,0
Studying efficiently,B,0,9,0
Survey of objective studies of psychoanalytic concepts A report prepared for the Committee on Social Adjustment,B,0,9,0
Tables For Statisticians,B,0,2,0
Teacher s handbook of psychology On the basis of the (quote)Outlines of psychology(quote),B,0,21,0
Textbook of abnormal psychology (3rd ed ),B,0,15,0
The Kuhlman-Binet tests for children of preschool age A critical study and evaluation,B,0,8,0
The Nature of Intelligence,B,0,13,0
The Thematic Apperception Test A introductory manual for its clinical use with adults (rev ed ),B,0,14,0
The Twenty-Seventh Yearbook of the National Society for the Study of Education Nature and Nurture Part II--Their Influence upon,B,0,17,0
The adolescent A book of readings,B,0,23,0
The aging workforce Realities myths and implications for organizations,B,10,0,0
The bankruptcy of marriage,B,0,18,0
The commonsense psychiatry of Dr Adolf Meyer Fifty-two selected papers,B,0,13,0
The ethical practice of psychology in organizations (2nd ed ),B,62,0,0
The forty-first yearbook of the National Society for the Study of Education Part II The psychology of learning,B,0,14,0
The growth of the mind An introduction to child-psychology (2nd ed rev ),B,0,7,0
The mask of sanity An attempt to clarify some issues about the so-called psychopathic personality (3rd ed ),B,0,69,0
The maze test and mental differences,B,0,9,0
The meaning of dreams,B,0,12,0
The measurement of adult intelligence (3rd ed ),B,0,12,0
The measurement of social competence A manual for the Vineland Social Maturity Scale,B,0,15,0
The mental hygiene of childhood,B,0,12,0
The mentality of apes (2nd rev ed ),B,0,9,0
The myth of the birth of the hero A psychological interpretation of mythology,B,0,2,0
The pain survival guide How to reclaim your life,B,11,0,0
The psychology of consciousness,B,0,12,0
The story of the mind,B,0,11,0
The use of personal documents in psychological science Prepared for the Committee on Appraisal of Research,B,0,14,0
Training and Education in Professional Psychology,J,8,0,0
Understanding human motivation,B,0,48,0
Violent offenders Appraising and managing risk (2nd ed ),B,12,0,0
Why we act as we do,B,0,18,0
Women and victimization Contributing factors interventions and implications,B,9,0,0
American Journal of Public Health,J,97,0,107
American Journal of Roentgenology,J,202,0,0
Hesperia,J,1,0,0
Journal of Computational and Theoretical Nanoscience,J,22,0,19
Journal of Holography and Speckle,J,15,0,0
Journal of Nanoscience and Nanotechnology,J,125,0,0
Journal of Scanning Probe Microscopy,J,4,0,1
Sensor Letters,J,19,0,0
Journal of Bone and Mineral Research,J,92,0,214
Journal of Biological Chemistry,J,957,0,1056
Molecular &amp; Cellular Proteomics,J,51,0,47
The Journal of Lipid Research,J,72,0,76
Molecular Biology of the Cell,J,108,0,128
Journal of Clinical Investigation,J,122,0,39
American Journal of Clinical Pathology,J,266,2,0
Laboratory Medicine,J,181,0,1
American Journal Of Pathology,J,297,0,36
Journal of Molecular Diagnostics,J,79,0,0
Antimicrobial Agents and Chemotherapy,J,187,0,192
Applied and Environmental Microbiology,J,284,0,203
Clinical Microbiology Reviews,J,10,0,0
Clinical and Vaccine Immunology,J,85,0,46
Eukaryotic Cell,J,54,0,45
Infection and Immunity,J,193,0,169
Journal of Bacteriology,J,263,0,234
Journal of Clinical Microbiology,J,184,0,147
Journal of Virology,J,372,0,333
Microbiology and Molecular Biology Reviews,J,9,0,0
Molecular and Cellular Biology,J,182,0,201
Drug Metabolism and Disposition,J,72,0,72
Journal of Pharmacology and Experimental Therapeutics,J,147,0,137
Molecular Interventions,J,15,0,0
Molecular Pharmacology,J,83,0,84
Pharmacological Reviews,J,6,0,0
Agronomy Journal,J,35,0,0
Journal of Environmental Quality,J,72,0,0
Journal of Andrology,J,21,0,0
Journal of Animal Science,J,110,0,0
Coastal Dynamics 2005,C,118,0,0
Electrical Transmission Line 2006,C,36,0,0
Forensic Engineering 2006,C,50,0,0
Geo-volution 2006,C,14,0,0
International Journal of Geomechanics,J,17,0,0
Journal of Aerospace Engineering,J,7,0,0
Journal of Architectural Engineering,J,8,0,0
Journal of Bridge Engineering,J,16,0,0
Journal of Cold Regions Engineering,J,2,0,0
Journal of Composites for Construction,J,26,0,0
Journal of Computing in Civil Engineering,J,8,0,0
Journal of Construction Engineering and Management,J,30,0,0
Journal of Energy Engineering,J,11,0,0
Journal of Engineering Mechanics,J,39,0,0
Journal of Environmental Engineering,J,43,0,0
Journal of Geotechnical and Geoenvironmental Engineering,J,51,0,0
Journal of Hydraulic Engineering,J,37,0,0
Journal of Hydrologic Engineering,J,12,0,0
Journal of Infrastructure Systems,J,8,0,0
Journal of Irrigation and Drainage Engineering,J,25,0,0
Journal of Management in Engineering,J,7,0,0
Journal of Materials in Civil Engineering,J,29,0,0
Journal of Performance of Constructed Facilities,J,26,0,0
Journal of Professional Issues in Engineering Education and Practice,J,14,0,0
Journal of Structural Engineering,J,49,0,0
Journal of Surveying Engineering,J,6,0,0
Journal of Transportation Engineering,J,24,0,0
Journal of Urban Planning and Development,J,10,0,0
Journal of Water Resources Planning and Management,J,10,0,0
Journal of Waterway Port Coastal and Ocean Engineering,J,10,0,0
Leadership and Management in Engineering,J,8,0,0
Natural Hazards Review,J,2,0,0
Practice Periodical of Hazardous Toxic and Radioactive Waste Management,J,8,0,0
Practice Periodical on Structural Design and Construction,J,8,0,0
Shotcrete 2006,C,31,0,0
Space 2000,C,0,129,0
Space 2002 and Robotics 2002,C,0,72,0
Space V,C,0,187,0
Journal of Clinical Oncology,J,277,0,38
Journal of Oncology Practice,J,268,0,0
American Journal of Health-System Pharmacy,J,129,0,21
Blood,J,394,0,352
Journal of the American Society of Nephrology,J,125,0,108
Clinical Journal of the American Society of Nephrology,J,53,0,32
THE PLANT CELL ONLINE,J,90,0,79
The Arabidopsis Book,J,2,0,1
PLANT PHYSIOLOGY,J,138,0,117
Systematic Botany,J,19,0,0
Journal of Agricultural Biological &amp; Environmental Statistics,J,8,0,0
Journal of Business &amp; Economic Statistics,J,14,0,0
Journal of Computational &amp; Graphical Statistics,J,13,0,0
Journal of the American Statistical Association,J,34,0,0
Technometrics,J,9,0,0
The American Statistician,J,16,0,0
Proceedings of the American Thoracic Society,J,19,0,0
American Journal of Respiratory Cell and Molecular Biology,J,41,0,46
American Journal of Respiratory and Critical Care Medicine,J,102,0,67
Biointerphases,J,6,0,6
Journal of Vacuum Science &amp; Technology A Vacuum Surfaces and Films,J,25,0,0
Journal of Vacuum Science &amp; Technology B Microelectronics and Nanometer Structures,J,54,0,0
Surface Science Spectra,J,33,0,33
American Journal of Veterinary Research,J,53,0,106
Journal of the American Veterinary Medical Association,J,104,0,168
Psychological Reports,J,0,60,0
The Annals of Family Medicine,J,40,0,0
Annual Review of Biochemistry,J,36,0,3
Annual Review of Biophysics and Biomolecular Structure,J,22,1,0
Annual Review of Clinical Psychology,J,14,0,5
Annual Review of Ecology Evolution and Systematics,J,0,0,2
Annual Review of Environment and Resources,J,21,0,1
Annual Review of Fluid Mechanics,J,0,0,12
Annual Review of Immunology,J,16,1,69
Annual Review of Medicine,J,9,0,28
Annual Review of Neuroscience,J,18,2,0
Annual Review of Nutrition,J,0,0,2
Annual Review of Pathology Mechanisms of Disease,J,11,0,11
Annual Review of Pharmacology and Toxicology,J,3,0,36
Annual Review of Physiology,J,5,0,29
Annual Review of Plant Biology,J,17,0,5
Annual Review of Public Health,J,15,0,35
ACM Communications in Computer Algebra,J,17,0,0
ACM Computing Surveys,J,4,0,0
ACM Journal on Emerging Technologies in Computing Systems,J,4,0,0
ACM SIGACT News,J,15,0,0
ACM SIGAPL APL Quote Quad,J,121,1558,0
ACM SIGAPP Applied Computing Review,J,21,104,0
ACM SIGARCH Computer Architecture News,J,45,0,0
ACM SIGART Bulletin,J,111,1042,0
ACM SIGAda Ada Letters,J,15,0,0
ACM SIGBED Review,J,63,7,0
ACM SIGBIO Newsletter,J,64,263,0
ACM SIGCAPH Computers and the Physically Handicapped,J,68,192,0
ACM SIGCAS Computers and Society,J,7,0,0
ACM SIGCHI Bulletin,J,74,1386,0
ACM SIGCOMM Computer Communication Review,J,16,0,0
ACM SIGCPR Computer Personnel,J,59,200,0
ACM SIGCSE Bulletin,J,36,0,0
ACM SIGCSIM Installation Management Review,J,27,63,0
ACM SIGCUE Outlook,J,1,3,0
ACM SIGDA Newsletter,J,155,185,0
ACM SIGEVOlution,J,11,0,0
ACM SIGFORTH Newsletter,J,16,99,0
ACM SIGGRAPH 2004 Art gallery on - SIGGRAPH 04 SIGGRAPH 04,C,0,127,0
ACM SIGGRAPH 2004 Computer animation festival on - SIGGRAPH 04 SIGGRAPH 04,C,0,90,0
ACM SIGGRAPH 2004 Educators program on - SIGGRAPH 04 SIGGRAPH 04,C,0,38,0
ACM SIGGRAPH 2004 Emerging technologies on - SIGGRAPH 04 SIGGRAPH 04,C,0,31,0
ACM SIGGRAPH 2004 Panels on - SIGGRAPH 04 SIGGRAPH 04,C,0,8,0
ACM SIGGRAPH 2004 Papers on - SIGGRAPH 04 SIGGRAPH 04,C,0,89,0
ACM SIGGRAPH 2004 Posters on - SIGGRAPH 04 SIGGRAPH 04,C,0,118,0
ACM SIGGRAPH 2004 Sketches on - SIGGRAPH 04 SIGGRAPH 04,C,0,154,0
ACM SIGGRAPH 2004 Special sessions on - SIGGRAPH 04 SIGGRAPH 04,C,0,6,0
ACM SIGGRAPH 2004 Web graphics on - SIGGRAPH 04 SIGGRAPH 04,C,0,21,0
ACM SIGGRAPH 2005 Award recipients on - SIGGRAPH 05 SIGGRAPH 05,C,4,0,0
ACM SIGGRAPH 2005 Educators program on - SIGGRAPH 05 SIGGRAPH 05,C,56,0,0
ACM SIGGRAPH 2005 Emerging technologies on - SIGGRAPH 05 SIGGRAPH 05,C,36,0,0
