name,type,cy,by,ud
Guide for Development and Use of a Galvanic Series for Predicting Galvanic Corrosion Performance,S,1,0,0
Guide for Development of Fire-Hazard-Assessment Standards,S,1,0,0
Guide for Electrolytic Polishing of Metallographic Specimens,S,1,0,0
Guide for Extension of Data From Fire Resistance Tests Conducted in Accordance with ASTM E 119,S,1,0,0
Guide for Field Logging of Subsurface Explorations of Soil and Rock,S,1,0,0
Guide for Handling Specimens Prior to Surface Analysis,S,1,0,0
Guide for Measurement of Particle Size Distribution of Nanomaterials in Suspension by Photon Correlation Spectroscopy (PCS),S,1,0,0
Guide for Pre-clinical in vivo Evaluation in Critical Size Segmental Bone Defects,S,1,0,0
Guide for Safety Access Rights Construction Liability and Risk Management for Optical Fiber Networks in Existing Sewers,S,1,0,0
Guide for Scope of Work of Forensic Document Examiners,S,1,0,0
Guide for Sensor Set Design and Irradiation for Reactor Surveillance E 706(IIC),S,1,0,0
Guide for Specifying Harmonized Standard Grade Compositions for Wrought Carbon Low-Alloy and Alloy Steels,S,1,0,0
Guide for Specifying Harmonized Standard Grade Compositions for Wrought Stainless Steels,S,1,0,0
Guide for Specimen Preparation and Mounting in Surface Analysis,S,1,0,0
Guide for Structural Sealant Glazing,S,2,0,0
Guide for Substrates Used in Testing Building Seals and Sealants,S,1,0,0
Guide for Testing Performance of Amusement Rides and Devices,S,1,0,0
Guide for Testing Printing Inks and Related Materials,S,1,0,0
Guide for Use of Protective Coating Standards in Nuclear Power Plants,S,1,0,0
Guide for Use of Silicone Sealants for Protective Glazing Systems,S,1,0,0
Guide for Use of Water Triple Point Cells,S,1,0,0
Guide for Use of the Petroleum Measurement Tables,S,1,0,0
Guide to Charge Control and Charge Referencing Techniques in X-Ray Photoelectron Spectroscopy,S,1,0,0
Journal of ASTM International,J,115,65,404
Journal of Testing and Evaluation,J,25,268,74
Method for Estimating Kinetic Parameters by Differential Scanning Calorimeter Using the Borchardt and Daniels Method,S,1,0,0
Practice for Calculating Absorbed Dose From Gamma or X Radiation,S,1,0,0
Practice for Calculating Heat of Vaporization or Sublimation from Vapor Pressure Data,S,0,0,1
Practice for Calculating Thermal Endurance of Materials from Thermogravimetric Decomposition Data,S,0,0,1
Practice for Calibration and Use of Torque Meters Used in Packaging Applications,S,0,0,1
Practice for Capping Concrete Masonry Units Related Units and Masonry Prisms for Compression Testing,S,1,0,0
Practice for Capping Cylindrical Concrete Specimens,S,1,0,0
Practice for Carbon Black--Calculation of Process Indexes From an Analysis of Process Control Data,S,1,0,0
Practice for Care and Handling of Orthopedic Implants and Instruments,S,1,0,0
Practice for Cleaning and Maintaining Controlled Areas and Clean Rooms,S,1,0,0
Practice for Collection of Channel Samples of Coal in a Mine,S,1,0,0
Practice for Collection of Coal Samples from Core,S,1,0,0
Practice for Collection of a Gross Sample of Coal,S,1,0,0
Practice for Conducting an Interlaboratory Study to Determine the Precision of a Fire Test Method with Fewer Than Six Participating Laboratories,S,1,0,0
Practice for Construction and Use of a Probe for Measuring Electrical Contact Resistance,S,1,0,0
Practice for Description and Identification of Soils (Visual-Manual Procedure),S,1,0,0
Practice for Description of Thermal Analysis and Rheology Apparatus,S,0,0,1
Practice for Design and Construction of Nonmetallic Enveloped Gaskets for Corrosive Service,S,1,0,0
Practice for Design of Amusement Rides and Devices,S,1,0,0
Practice for Detection of Large Inclusions in Bearing Quality Steel by the Ultrasonic Method,S,1,0,0
Practice for Deterioration of Geotextiles from Outdoor Exposure,S,1,0,0
Practice for Determining Electrical Conductivity Using the Electromagnetic (Eddy-Current) Method,S,1,0,0
Practice for Determining Offset Yield Strength in Tension for Copper Alloys,S,1,0,0
Practice for Determining Resistance of Solar Collector Covers to Hail by Impact With Propelled Ice Balls,S,1,0,0
Practice for Determining the Activation Spectrum of a Material (Wavelength Sensitivity to an Exposure Source) Using the Sharp Cut-On Filter or Spectrographic Technique,S,1,0,0
Practice for Determining the Properties of Jacketing Materials for Thermal Insulation,S,1,0,0
Practice for Electromagnetic (Eddy-Current) Examination of Copper and Copper-Alloy Tubes,S,1,0,0
Practice for Electromagnetic (Eddy-Current) Sorting of Ferrous Metals,S,1,0,0
Practice for Electromagnetic (Eddy-Current) Sorting of Nonferrous Metals,S,1,0,0
Practice for Evaluating Absorptive Solar Receiver Materials When Exposed to Conditions Simulating Stagnation in Solar Collectors With Cover Plates,S,1,0,0
Practice for Evaluating Intergranular Corrosion Resistance of Heat Treatable Aluminum Alloys by Immersion in Sodium Chloride + Hydrogen Peroxide Solution,S,1,0,0
Practice for Evaluating Test Sensitivity for Rubber Test Methods,S,1,0,0
Practice for Evaluating Thermal Conductivity of Gasket Materials,S,1,0,0
Practice for Exposure of Solar Collector Cover Materials to Natural Weathering Under Conditions Simulating Stagnation Mode,S,1,0,0
Practice for Extrapolating Reactor Vessel Surveillance Dosimetry Results E 706(IC),S,0,0,1
Practice for Flux Leakage Examination of Ferromagnetic Steel Tubular Products,S,1,0,0
Practice for Fractographic Analysis of Fracture Mirror Sizes in Ceramics and Glasses,S,1,0,0
Practice for Inner and Outer Diameters of Rigid Thermal Insulation for Nominal Sizes of Pipe and Tubing (NPS System),S,1,0,0
Practice for Installation Inspection and Maintenance of Valve-body Pressure-relief Methods for Geothermal and Other High-Temperature Liquid Applications,S,1,0,0
Practice for Installation of Ceiling Suspension Systems for Acoustical Tile and Lay-in Panels in Areas Subject to Earthquake Ground Motions,S,1,0,0
Practice for Laboratory Screening of Metallic Containment Materials for Use With Liquids in Solar Heating and Cooling Systems,S,1,0,0
Practice for Making and Curing Concrete Test Specimens in the Field,S,1,0,0
Practice for Making and Using U-Bend Stress-Corrosion Test Specimens,S,1,0,0
Practice for Measuring Net Benefits and Net Savings for Investments in Buildings and Building Systems,S,1,0,0
Practice for Measuring the Dynamic Characteristics of Amusement Rides and Devices,S,1,0,0
Practice for Mechanical Sampling of Coal,S,1,0,0
Practice for Micrometer Bend Test for Ductility of Electrodeposits,S,1,0,0
Practice for Monitoring Well Protection,S,1,0,0
Practice for Multiangle Color Measurement of Metal Flake Pigmented Materials,S,1,0,0
Practice for Obtaining Spectrometric Data for Object-Color Evaluation,S,0,0,1
Practice for Optical Distortion and Deviation of Transparent Parts Using the Double-Exposure Method,S,1,0,0
Practice for Optimization Sample Handling Calibration and Validation of X-ray Fluorescence Spectrometry Methods for Elemental Analysis of Petroleum Products and Lubricants,S,0,0,1
Practice for Packaging/Packing of Plastics,S,1,0,0
Practice for Polarized Light Detection of Flaws in Aerospace Transparency Heating Elements,S,1,0,0
Practice for Preparation of Aerospace Contamination Control Plans,S,1,0,0
Practice for Preparation of Field Removed Manufactured Masonry Units and Masonry Specimens for Compressive Strength Testing,S,1,0,0
Practice for Preparation of Paint Brushes for Evaluation,S,1,0,0
Practice for Preparing Coupons for Flexural and Washout Tests on Glass Fiber Reinforced Concrete,S,1,0,0
Practice for Preparing Test Specimens From Basic Refractory Gunning Products by Pressing,S,1,0,0
Practice for Preparing Test Specimens from Basic Refractory Castable Products by Casting,S,1,0,0
Practice for Preparing Test Specimens from Basic Refractory Ramming Products by Pressing,S,1,0,0
Practice for Reporting Particle Size Characterization Data,S,1,0,0
Practice for Reporting Thermometer Calibrations,S,1,0,0
Practice for Rotary Slag Testing of Refractory Materials,S,1,0,0
Practice for Rubber--Preparation of Product Pieces for Test Purposes from Products,S,1,0,0
Practice for Sampling Steel and Iron for Determination of Chemical Composition,S,1,0,0
Practice for Sampling and Handling Bisphenol A (4 4 -Isopropylidinediphenol),S,1,0,0
Practice for Sampling with a Dipper or Pond Sampler,S,1,0,0
Practice for Sealing Sewer Manholes Using Chemical Grouting,S,1,0,0
Practice for Selection of Gravity Sewers Suitable for Installation of Optical Fiber Cable and Conduits,S,1,0,0
Practice for Statistical Treatment of Thermoanalytical Data,S,0,0,1
Practice for Symbolizing Adhesive Applications,S,1,0,0
Practice for Ultrasonic Examination of Austenitic Steel Forgings,S,1,0,0
Practice for Ultrasonic Examination of Steel Forgings,S,1,0,0
Practice for Ultrasonic Examination of Turbine and Generator Steel Rotor Forgings,S,1,0,0
Practice for Using a 67 23-in (1 707-m) Diameter Laboratory Test Roadwheel in Testing Tires,S,1,0,0
Practice for Validation of Empirically Derived Multivariate Calibrations,S,2,0,0
Practice for Valuation and Management of Moveable Durable Property,S,0,0,1
Practices for Air Leakage Site Detection in Building Envelopes and Air Barrier Systems,S,1,0,0
Practices for Detecting Susceptibility to Intergranular Attack in Ferritic Stainless Steels,S,1,0,0
Practices for Extraction of Trace Elements from Sediments,S,1,0,0
Practices for Force Verification of Testing Machines,S,1,0,0
Practices for Preparation of Aluminum and Aluminum-Alloy Surfaces for Painting,S,1,0,0
Practices for Preparation of Hot-Dip Aluminum Surfaces for Painting,S,1,0,0
Practices for Simulated Service Testing for Corrosion of Metallic Containment Materials for Use With Heat-Transfer Fluids in Solar Heating and Cooling Systems,S,1,0,0
Safety Specification for Chests Door Chests and Dressers,S,1,0,0
Specification for Accessories for Gypsum Wallboard and Gypsum Veneer Base,S,1,0,0
Specification for Acrylic Acid,S,1,0,0
Specification for Age-Hardening Alloy Steel Forgings for Pressure Vessel Components,S,1,0,0
Specification for Age-Hardening Stainless Steel Forgings,S,1,0,0
Specification for Alloy Steel Axles Heat-Treated for Mass Transit and Electric Railway Service,S,1,0,0
Specification for Aluminum-Alloy Die Castings,S,1,0,0
Specification for Aluminum-Alloy Sand Castings,S,1,0,0
Specification for Anodic Oxide Coatings on Aluminum,S,1,0,0
Specification for Application of Gypsum Sheathing,S,1,0,0
Specification for Biodiesel Fuel Blend Stock (B100) for Middle Distillate Fuels,S,1,0,0
Specification for Bonding Compounds for Interior Gypsum Plastering,S,1,0,0
Specification for Borated Stainless Steel Plate Sheet and Strip for Nuclear Application,S,1,0,0
Specification for Brass Strip in Narrow Widths and Light Gage for Heat-Exchanger Tubing,S,1,0,0
Specification for Calcium Silicate Block and Pipe Thermal Insulation,S,1,0,0
Specification for Carbon Steel Track Bolts and Nuts,S,1,0,0
Specification for Carbon and Alloy Steel Nuts for Bolts for High Pressure or High Temperature Service or Both,S,1,0,0
Specification for Castings Austenitic-Ferritic (Duplex) Stainless Steel for Pressure-Containing Parts,S,1,0,0
Specification for Castings Investment Carbon and Low Alloy Steel for General Application and Cobalt Alloy for High Strength at Elevated Temperatures,S,1,0,0
Specification for Castings Nickel and Nickel Alloy,S,1,0,0
Specification for Cautionary Labeling of Extension Poles For Use With Paint Applicators Distributed In North America,S,1,0,0
Specification for Ceramic Glazed Structural Clay Facing Tile Facing Brick and Solid Masonry Units,S,1,0,0
Specification for Chromium Chromium-Nickel and Silicon Alloy Steel Bars and Shapes for Corrosion and Heat-Resisting Service,S,1,0,0
Specification for Chromium and Chromium-Nickel Stainless Steel Plate Sheet and Strip for Pressure Vessels and for General Applications,S,2,0,0
Specification for Chromium-Nickel-Molybdenum-Iron (UNS N08366 and UNS N08367) Plate Sheet and Strip,S,1,0,0
Specification for Clinical Thermometer Probe Covers and Sheaths,S,1,0,0
Specification for Cold Expansion Fittings with PEX Reinforcing Rings for Use with Cross-linked Polyethylene (PEX) Tubing,S,1,0,0
Specification for Common Requirements for Steel Fasteners or Fastener Materials or Both Intended for Use at Any Temperature from Cryogenic to the Creep Range,S,1,0,0
Specification for Composition Bronze or Ounce Metal Castings,S,1,0,0
Specification for Compressible-Washer-Type Direct Tension Indicators for Use with Structural Fasteners,S,1,0,0
Specification for Contact-Molded Reinforced Thermosetting Plastic (RTP) Laminates for Corrosion-Resistant Equipment,S,1,0,0
Specification for Copper Alloys in Ingot Form,S,1,0,0
Specification for Copper Drainage Tube (DWV),S,1,0,0
Specification for Copper Sheet and Strip for Building Construction,S,1,0,0
Specification for Copper and Copper Alloy Clad Steel Plate,S,1,0,0
Specification for Copper and Copper-Alloy Die Forgings (Hot-Pressed),S,1,0,0
Specification for Copper and Copper-Alloy Seamless Condenser Tubes and Ferrule Stock,S,1,0,0
Specification for Copper-Alloy Plate and Sheet for Pressure Vessels Condensers and Heat Exchangers,S,1,0,0
Specification for Copper-Nickel Alloy Castings,S,1,0,0
Specification for Copper-Zinc-Tin and Copper-Zinc-Tin-Iron-Nickel Alloys Plate Sheet Strip and Rolled Bar,S,1,0,0
Specification for Corrugated Steel Pipe Metallic-Coated for Sewers and Drains,S,1,0,0
Specification for Crosslinked Polyethylene/Aluminum/Crosslinked Polyethylene Tubing OD Controlled SDR9,S,1,0,0
Specification for Deformed and Plain Carbon-Steel Bars for Concrete Reinforcement,S,1,0,0
Specification for Deformed and Plain Stainless-Steel Bars for Concrete Reinforcement,S,1,0,0
Specification for Design and Performance of a Light Sport Airplane,S,1,0,0
Specification for Diesel Fuel Oil Biodiesel Blend (B6 to B20),S,0,0,1
Specification for Dipropylene Glycol Monomethyl Ether,S,1,0,0
Specification for Drain Waste and Vent (DWV) Plastic Fittings Patterns,S,1,0,0
Specification for Ductile Iron Gravity Sewer Pipe,S,1,0,0
Specification for Electrofusion Type Polyamide-11 Fittings for Outside Diameter Controlled Polyamide-11 Pipe and Tubing,S,1,0,0
Specification for Establishing and Monitoring Structural Capacities of Prefabricated Wood I-Joists,S,1,0,0
Specification for Ethyl Acrylate,S,1,0,0
Specification for Excess Flow Valves for Natural Gas Service,S,1,0,0
Specification for Fitness Equipment and Fitness Facility Safety Signage and Labels,S,1,0,0
Specification for Fixation Pins and Wires,S,1,0,0
Specification for Forged or Rolled Alloy and Stainless Steel Pipe Flanges Forged Fittings and Valves and Parts for High-Temperature Service,S,1,0,0
Specification for Free-Machining Stainless Steel Plate Sheet and Strip,S,1,0,0
Specification for Fuel Ethanol (Ed75-Ed85) for Automotive Spark-Ignition Engines,S,1,0,0
Specification for Fuel Oils,S,1,0,0
Specification for General Requirements for Copper Alloy Castings,S,1,0,0
Specification for General Requirements for Flat-Rolled Stainless and Heat-Resisting Steel Plate Sheet and Strip,S,1,0,0
Specification for General Requirements for Nickel and Nickel Alloys Seamless Pipe and Tube,S,1,0,0
Specification for General Requirements for Rolled Structural Steel Bars Plates Shapes and Sheet Piling,S,1,0,0
Specification for General Requirements for Stainless Steel Wire and Wire Rods,S,1,0,0
Specification for General Requirements for Steel Sheet Metallic-Coated by the Hot-Dip Process,S,1,0,0
Specification for Glacial Acetic Acid,S,1,0,0
Specification for Glass Fiber Mechanically Bonded Felt Thermal Insulation,S,1,0,0
Specification for Glass and Glass Ceramic Biomaterials for Implantation,S,1,0,0
Specification for Heat-Treated Carbon Steel Fittings for Low-Temperature and Corrosive Service,S,1,0,0
Specification for Heavy Duty Sheathed Wood Crates,S,1,0,0
Specification for High Voltage Detectors--Part 1 Capacitive Type to be Used for Voltages Exceeding 600 Volts AC,S,1,0,0
Specification for High-Strength Low-Alloy Structural Steel,S,1,0,0
Specification for High-Strength Quenched and Tempered Low-Alloy Steel Forged Fittings and Parts for Pressure Vessels,S,1,0,0
Specification for High-Strength Steel Bolts Classes 10 9 and 10 9 3 for Structural Steel Joints (Metric),S,1,0,0
Specification for Higher-Strength Martensitic Stainless Steel Plate Sheet and Strip,S,1,0,0
Specification for Hot-Mixed Hot-Laid Bituminous Paving Mixtures,S,0,0,1
Specification for Hot-Rolled and Cold-Finished Age-Hardening Stainless Steel Bars and Shapes,S,1,0,0
Specification for Hot-Rolled and Cold-Finished Zirconium and Zirconium Alloy Bars Rod and Wire for Nuclear Application,S,1,0,0
Specification for In-Service Test Methods for Temporary Grounding Jumper Assemblies Used on De-Energized Electric Power Lines and Equipment,S,1,0,0
Specification for Inch Series Machine Screws Carbon Steel 60 000 psi Tensile Strength,S,1,0,0
Specification for Installation of Steel Framing Members to Receive Screw-Attached Gypsum Panel Products,S,1,0,0
Specification for Intramedullary Reamers,S,1,0,0
Specification for Investment Castings Steel and Alloy Common Requirements for General Industrial Use,S,1,0,0
Specification for Iron-Nickel-Chromium-Molybdenum Alloy (UNS N08028)* Plate Sheet and Strip,S,1,0,0
Specification for Isophorone,S,1,0,0
Specification for Joints for Concrete Pipe Manholes and Precast Box Sections Using Preformed Flexible Joint Sealants,S,1,0,0
Specification for Joints for Concrete Pipe Manholes and Precast Box Sections Using Preformed Flexible Joint Sealants (Metric),S,1,0,0
Specification for Laminated Architectural Flat Glass,S,1,0,0
Specification for Load-Bearing (Transverse and Axial) Steel Studs Runners (Tracks) and Bracing or Bridging for Screw Application of Gypsum Panel Products and Metal Plaster Bases,S,1,0,0
Specification for Loadbearing Concrete Masonry Units,S,1,0,0
Specification for Low Silicate Ethylene Glycol Base Engine Coolant for Heavy Duty Engines Requiring a Pre-Charge of Supplemental Coolant Additive (SCA),S,1,0,0
Specification for Low-Alloy Steel Deformed and Plain Bars for Concrete Reinforcement,S,1,0,0
Specification for Martensitic Stainless Steel Bars for High-Temperature Service,S,1,0,0
Specification for Master Alloys Used in Making Zinc Die Casting Alloys,S,1,0,0
Specification for Mechanical Seals for Shipboard Pump Applications,S,1,0,0
Specification for Medical Screwdriver Bits,S,1,0,0
Specification for Metal Lath,S,1,0,0
Specification for Metallic Coated Stranded Steel Core for Aluminum Conductors Steel Reinforced (ACSR),S,1,0,0
Specification for Molded Expanded Perlite Block and Pipe Thermal Insulation,S,1,0,0
Specification for Nickel and Nickel-Base Alloy-Clad Steel Plate,S,1,0,0
Specification for Nickel-Iron-Chromium-Molybdenum-Columbium Stabilized Alloy (UNS N08700) Plate Sheet and Strip,S,1,0,0
Specification for Oriented Polypropylene Film,S,1,0,0
Specification for PB Exterior Insulation and Finish Systems,S,1,0,0
Specification for Performance of Engine Oils,S,1,0,0
