name,type,cy,by,ud
Archives of Facial Plastic Surgery,J,22,0,0
Archives of General Psychiatry,J,46,0,0
Archives of Internal Medicine,J,132,0,0
Archives of Neurology,J,119,0,3
Archives of Ophthalmology,J,115,0,2
Archives of Otolaryngology - Head and Neck Surgery,J,70,0,0
Archives of Pediatrics and Adolescent Medicine,J,85,0,0
Archives of Surgery,J,61,0,0
JAMA The Journal of the American Medical Association,J,479,0,9
Bulletin of the American Meteorological Society,J,32,0,0
Earth Interactions,J,5,0,0
Journal of Applied Meteorology,J,0,0,1
Journal of Applied Meteorology and Climatology,J,35,0,0
Journal of Atmospheric and Oceanic Technology,J,31,0,0
Journal of Climate,J,137,0,22
Journal of Hydrometeorology,J,24,0,0
Journal of Physical Oceanography,J,43,1,0
Journal of the Atmospheric Sciences,J,58,0,4
Monthly Weather Review,J,57,309,2
Weather and Forecasting,J,22,0,1
Physical Review,J,0,1,47939
Physical Review (Series I),J,0,0,1469
Physical Review A,J,535,0,44880
Physical Review B,J,1531,1,108214
Physical Review C,J,209,0,26362
Physical Review D,J,578,0,46684
Physical Review E,J,628,0,26982
Physical Review Letters,J,958,0,87482
Physical Review Special Topics - Accelerators and Beams,J,42,0,933
Physical Review Special Topics - Physics Education Research,J,1,0,11
Reviews of Modern Physics,J,8,0,2210
AJP Advances in Physiology Education,J,11,0,0
AJP Cell Physiology,J,85,0,61
AJP Endocrinology and Metabolism,J,99,0,86
AJP Gastrointestinal and Liver Physiology,J,71,0,71
AJP Heart and Circulatory Physiology,J,205,0,162
AJP Lung Cellular and Molecular Physiology,J,78,0,63
AJP Regulatory Integrative and Comparative Physiology,J,134,0,128
AJP Renal Physiology,J,100,0,89
Journal of Applied Physiology,J,173,0,118
Journal of Neurophysiology,J,183,803,148
Physiological Genomics,J,28,0,38
Physiological Reviews,J,16,0,0
Physiology,J,9,0,0
Academic Psychiatry,J,33,0,0
American Journal of Psychiatry,J,198,0,0
Journal of Neuropsychiatry,J,25,0,0
Psychiatric Services,J,187,0,0
Psychosomatics,J,17,0,0
A primer of psychology revised edition,B,0,16,0
A text-book of psychology,B,0,12,0
American Psychologist,J,16,6744,2143
An introduction to applied psychology,B,0,41,0
An introduction to the study of the Middle Ages (375-814),B,0,16,0
An introduction to the theory of educational measurements,B,0,14,0
An introductory psychology with some educational applications,B,0,15,0
Animal magnetism,B,0,15,0
Behavioral Neuroscience,J,27,205,198
Brightness and dullness in children,B,0,15,0
Character and temperament,B,0,10,0
Clinical studies in feeble-mindedness,B,0,10,0
Color and its applications,B,0,35,0
Comparative animal behavior,B,0,18,0
Consulting Psychology Journal Practice and Research,J,10,0,0
Contributions to psycho-analysis,B,0,14,0
Controlling human behavior A first book in psychology for college students,B,0,28,0
Counterproductive work behavior Investigations of actors and targets,B,13,0,0
Criminal man according to the classification of Cesare Lombroso,B,0,10,0
Critical events in psychotherapy supervision An interpersonal approach,B,10,0,0
Cultural Diversity &amp; Ethnic Minority Psychology,J,13,0,0
Descent of man and selection in relation to sex New edition revised and augmented,B,0,22,0
Developmental Psychology,J,29,2068,1176
Dreaming,J,6,0,0
Educational problems for psychological study,B,0,21,0
Elementary psychology or first principles of mental and moral science for high normal and other secondary schools and for privat,B,0,19,0
Elements of Psychology,B,0,13,0
Emotion,J,33,0,0
Empirical psychology or the human mind as given in consciousness (2nd ed ),B,0,19,0
Erotic symbolism the mechanism of detumescence the psychic state in pregnancy,B,0,12,0
Experimental and Clinical Psychopharmacology,J,17,0,0
Experimental cognitive psychology and its applications,B,19,0,0
Experimental psychology,B,0,21,0
Experiments in psychical research at Leland Stanford Junior University,B,0,6,0
Experiments in psychology,B,0,30,0
Fact and fable in psychology,B,0,12,0
Families Systems &amp; Health,J,14,0,0
Feeble-mindedness Its causes and consequences,B,0,11,0
Fields of psychology,B,0,23,0
From India to the planet Mars A study of a case of somnambulism with glossolalia,B,0,12,0
Fundamentals of objective psychology,B,0,19,0
General psychology (rev ed ),B,0,15,0
Group Dynamics Theory Research and Practice,J,11,0,0
Handbook of general psychology A summary of essentials and a dictionary of terms,B,0,16,0
Handbook of psychology Feeling and will,B,0,17,0
Handbook of psychology Senses and intellect (second edition revised),B,0,16,0
Health work in the schools,B,0,19,0
Heredity A psychological study of its phenomena laws causes and consequences,B,0,21,0
History of Psychology,J,9,0,0
How to study and teaching how to study,B,0,12,0
How to think in business,B,0,14,0
How to use your mind A psychology of study being a manual for the use of students and teachers in the administration of supervis,B,0,13,0
How we think,B,0,17,0
Human efficiency and levels of intelligence,B,0,5,0
Human immortality Two supposed objections to the doctrine,B,0,2,0
Human psychology (lib ed ),B,0,20,0
Inquiries into human faculty and its development,B,0,35,0
Insomnia and other disorders of sleep,B,0,8,0
Instinct and experience,B,0,9,0
Instinct and reason An essay concerning the relation of instinct to reason with some special study of the nature of religion,B,0,24,0
International Journal of Stress Management,J,12,0,0
Journal of Abnormal &amp; Social Psychology,J,0,4430,0
Journal of Abnormal Psychology,J,24,2477,775
Journal of Animal Behavior,J,0,204,0
Journal of Applied Psychology,J,18,6377,1071
Journal of Comparative Psychology,J,0,1198,79
Journal of Comparative and Physiological Psychology,J,0,5639,970
Journal of Consulting Psychology,J,0,3748,0
Journal of Consulting and Clinical Psychology,J,20,3049,1806
Journal of Counseling Psychology,J,12,2961,918
Journal of Educational Psychology,J,0,6653,1031
Journal of Experimental Psychology,J,0,7621,0
Journal of Experimental Psychology Animal Behavior Processes,J,12,303,295
Journal of Experimental Psychology Applied,J,5,0,0
Journal of Experimental Psychology General,J,0,297,281
Journal of Experimental Psychology Human Learning &amp; Memory,J,0,481,473
Journal of Experimental Psychology Human Perception and Performance,J,19,679,667
Journal of Experimental Psychology Learning Memory and Cognition,J,0,169,165
Journal of Family Psychology,J,21,0,0
Journal of Occupational Health Psychology,J,5,0,0
Journal of Personality and Social Psychology,J,45,4144,2071
Mind in evolution,B,0,18,0
Moral philosophy A manual designed for colleges and high schools,B,0,16,0
Morbid fears and compulsions Their psychology and psychoanalytic treatment,B,0,11,0
Mysticism Freudianism and scientific psychology,B,0,4,0
Neuropsychology,J,12,0,0
On intelligence (rev ),B,0,19,0
On some of life s ideals On a certain blindness in human beings what makes a life significant,B,0,3,0
On the stigma of mental illness Practical strategies for research and social change,B,16,0,0
On vital reserves The energies of men the gospel of relaxation,B,0,3,0
Pathological gambling Etiology comorbidity and treatment,B,17,0,0
Personality-guided relational psychotherapy,B,13,0,0
Physiology animal and mental Applied to the preservation and restoration of health of body and power of mind (5th ed ),B,0,7,0
Preventing sexual violence How society should cope with sex offenders,B,9,0,0
Prevention &amp; Treatment,J,0,1,0
Principles of general physiology,B,0,25,0
Professional Psychology,J,0,1365,755
Professional Psychology Research and Practice,J,31,322,306
PsycCRITIQUES,J,241,0,0
Psychobiology,J,0,39,0
Psychological Assessment,J,30,0,0
Psychological Bulletin,J,0,7238,823
Psychological Methods,J,16,0,0
Psychological Review,J,21,4337,288
Psychological Services,J,12,0,0
Psychology An elementary text,B,0,41,0
Psychology An empirical study of behavior,B,0,18,0
Psychology An introductory study of the structure and function of human consciousness (3rd ed rev ),B,0,24,0
Psychology General introduction volume 1,B,0,16,0
Psychology Its facts and principles,B,0,25,0
Psychology and Aging,J,42,0,0
Psychology and the National Institute of Mental Health A historical analysis of science practice and policy,B,11,0,0
Psychology for the profession of nursing,B,0,17,0
Psychology in advertising,B,0,25,0
Psychology in education with emphasis on creative thinking,B,0,17,0
Psychology of Addictive Behaviors,J,19,0,0
Psychology of the unconscious A study of the transformations and symbolisms of the libido A contribution to the history of the e,B,0,13,0
Psychology third revised edition,B,0,23,0
Psychotherapy Theory Research Practice Training,J,12,0,0
Rehabilitation Psychology,J,9,0,0
Review of General Psychology,J,8,0,0
Salesmen in marketing strategy,B,0,14,0
Science and idealism,B,0,2,0
Senescence The last half of life,B,0,10,0
Sex in relation to society,B,0,13,0
Sexual selection in man I touch II smell III hearing IV vision,B,0,6,0
Sleep Its physiology pathology hygiene and psychology,B,0,5,0
Social psychology of international conduct,B,0,30,0
Spiritually oriented psychotherapy,B,16,0,0
Studies in psychology contributed by colleagues and former students of Edward Bradford Titchener,B,0,18,0
Suggestions of modern science concerning education,B,0,6,0
Teaching and social justice Integrating multicultural and feminist theories in the classroom,B,12,0,0
The ??sthetic attitude,B,0,13,0
The Freudian wish and its place in ethics,B,0,5,0
The Jukes A study in crime pauperism disease and heredity (4th ed ),B,0,3,0
The Kallikak family A study in the heredity of feeble-mindedness,B,0,6,0
The animal mind A text-book of comparative psychology second edition,B,0,13,0
The autonomic functions and the personality,B,0,5,0
The beautiful An introduction to psychological aesthetics,B,0,22,0
The behavior of crowds A psychological study,B,0,11,0
The causes of rape Understanding individual differences in male propensity for sexual aggression,B,10,0,0
The criminal imbecile An analysis of three remarkable murder cases,B,0,7,0
The dancing mouse A study in animal behavior,B,0,19,0
The elements of psychology A textbook,B,0,9,0
The elements of scientific psychology,B,0,17,0
The fundamentals of industrial psychology,B,0,17,0
The fundamentals of learning,B,0,19,0
The fundamentals of psychology (3rd ed ),B,0,23,0
The history of the psychoanalytic movement,B,0,2,0
The influence of caffein on mental and motor efficiency,B,0,16,0
The intelligence of school children How children differ in ability the use of mental tests in school grading and the proper educ,B,0,14,0
The letters of William James,B,0,8,0
The life of Naomi Norsworthy,B,0,12,0
The major symptoms of hysteria Fifteen lectures given in the medical school of Harvard University second edition with new matter,B,0,16,0
The man of genius,B,0,18,0
The mental survey,B,0,10,0
The mind in the making The relation of intelligence to social reform,B,0,9,0
The mind of the buyer The psychology of selling,B,0,15,0
The mind of the child part I The senses and the will observations concerning the mental development of the human being in the fi,B,0,16,0
The origin and development of the nervous system From a physiological viewpoint,B,0,15,0
The persistent problems of philosophy An introduction to metaphysics through the study of modern systems (2nd rev ed ),B,0,12,0
The primary care consultant The next frontier for psychologists in hospitals and clinics,B,15,0,0
The principles of psychology Vol I (2nd edition),B,0,47,0
The psychology of hate,B,12,0,0
The psychology of individual differences,B,0,22,0
The psychology of learning An experimental investigation of the economy and technique of memory,B,0,8,0
The psychology of military leadership,B,0,11,0
The psychology of power,B,0,14,0
The psychology of social institutions,B,0,19,0
Theories of personality,B,0,15,0
Trade tests The scientific measurement of trade proficiency,B,0,16,0
Treatment,J,0,0,4
Types of mental defectives,B,0,17,0
American Journal of Public Health,J,107,0,111
American Journal of Roentgenology,J,210,0,0
Genome Letters,J,0,16,0
Journal of Biomedical Nanotechnology,J,68,0,0
Journal of Computational and Theoretical Nanoscience,J,2,0,15
Journal of Genome Science and Technology,J,6,0,0
Journal of Nanoscience and Nanotechnology,J,148,34,67
Sensor Letters,J,15,0,1
American Scientist,J,9,0,0
Journal of Bone and Mineral Research,J,781,1985,2720
Journal of Biological Chemistry,J,1071,0,980
Molecular &amp; Cellular Proteomics,J,46,0,50
The Journal of Lipid Research,J,78,0,79
Molecular Biology of the Cell,J,103,0,108
Journal of Clinical Investigation,J,117,0,54
American Journal of Clinical Pathology,J,50,0,55
Laboratory Medicine,J,26,0,0
Antimicrobial Agents and Chemotherapy,J,172,0,0
Applied and Environmental Microbiology,J,299,0,0
Clinical Microbiology Reviews,J,8,0,0
Clinical and Vaccine Immunology,J,47,0,0
Eukaryotic Cell,J,40,0,0
Infection and Immunity,J,221,0,0
Journal of Bacteriology,J,296,0,0
Journal of Clinical Microbiology,J,213,0,0
Journal of Virology,J,337,0,0
Microbiology and Molecular Biology Reviews,J,11,0,0
Molecular and Cellular Biology,J,191,0,0
Drug Metabolism and Disposition,J,77,0,46
Journal of Pharmacology and Experimental Therapeutics,J,182,0,142
Molecular Interventions,J,8,0,0
Molecular Pharmacology,J,118,0,73
Pharmacological Reviews,J,8,0,0
Agronomy Journal,J,91,0,0
Journal of Environmental Quality,J,64,0,0
Journal of Andrology,J,22,0,0
AEI 2006,C,70,0,0
Composite Construction in Steel and Concrete V,C,66,0,0
Earth &amp; Space 2006,C,176,0,0
GeoCongress 2006,C,287,0,0
International Journal of Geomechanics,J,10,0,0
Journal of Aerospace Engineering,J,6,63,24
Journal of Architectural Engineering,J,6,0,33
Journal of Bridge Engineering,J,32,0,0
Journal of Cold Regions Engineering,J,3,23,18
Journal of Composites for Construction,J,10,0,0
Journal of Computing in Civil Engineering,J,19,78,37
Journal of Construction Engineering and Management,J,48,132,64
Journal of Energy Engineering,J,0,25,15
Journal of Engineering Mechanics,J,40,362,168
Journal of Environmental Engineering,J,54,262,146
Journal of Geotechnical Engineering,J,0,397,132
Journal of Geotechnical and Geoenvironmental Engineering,J,58,0,0
Journal of Hydraulic Engineering,J,48,319,129
Journal of Hydrologic Engineering,J,29,0,0
Journal of Infrastructure Systems,J,8,0,29
Journal of Irrigation and Drainage Engineering,J,20,218,77
Journal of Management in Engineering,J,7,145,62
Journal of Materials in Civil Engineering,J,19,96,42
Journal of Performance of Constructed Facilities,J,12,69,33
Journal of Professional Issues in Engineering Education and Practice,J,15,170,65
Journal of Structural Engineering,J,64,561,227
Journal of Surveying Engineering,J,8,38,21
Journal of Transportation Engineering,J,29,149,68
Journal of Urban Planning and Development,J,7,33,12
Journal of Water Resources Planning and Management,J,23,138,60
Journal of Waterway Port Coastal and Ocean Engineering,J,18,113,42
Leadership and Management in Engineering,J,13,0,0
Natural Hazards Review,J,7,0,0
Practice Periodical of Hazardous Toxic and Radioactive Waste Management,J,9,0,0
Practice Periodical on Structural Design and Construction,J,9,0,0
Unsaturated Soils 2006,C,219,0,0
Journal of Clinical Oncology,J,313,0,92
American Journal of Health-System Pharmacy,J,111,0,0
Blood,J,345,0,305
Journal of the American Society of Nephrology,J,115,0,96
Clinical Journal of the American Society of Nephrology,J,56,0,75
THE PLANT CELL ONLINE,J,68,0,64
PLANT PHYSIOLOGY,J,123,0,87
Systematic Botany,J,25,0,0
American Journal of Audiology,J,50,95,0
American Journal of Speech-Language Pathology,J,76,126,21
Journal of Speech Language and Hearing Research,J,215,323,0
Language Speech and Hearing Services in Schools,J,67,77,0
Journal of Agricultural Biological &amp; Environmental Statistics,J,6,0,6
Journal of Business &amp; Economic Statistics,J,23,0,0
Journal of Computational &amp; Graphical Statistics,J,11,0,11
Journal of the American Statistical Association,J,63,0,37
Technometrics,J,28,30,12
The American Statistician,J,16,0,34
American Journal of Respiratory and Critical Care Medicine,J,105,0,81
Proceedings of the American Thoracic Society,J,44,0,0
American Journal of Respiratory Cell and Molecular Biology,J,51,0,47
Journal of Vacuum Science &amp; Technology A Vacuum Surfaces and Films,J,233,0,0
Journal of Vacuum Science &amp; Technology B Microelectronics and Nanometer Structures,J,220,0,0
Surface Science Spectra,J,15,0,0
American Journal of Veterinary Research,J,128,0,1761
Journal of the American Veterinary Medical Association,J,226,19,2175
The Annals of Family Medicine,J,21,0,0
Annual Review of Anthropology,J,6,0,3
Annual Review of Astronomy and Astrophysics,J,5,0,0
Annual Review of Biochemistry,J,23,0,59
Annual Review of Biomedical Engineering,J,21,0,0
Annual Review of Biophysics and Biomolecular Structure,J,14,0,32
Annual Review of Cell and Developmental Biology,J,9,0,6
Annual Review of Clinical Psychology,J,0,0,21
Annual Review of Earth and Planetary Sciences,J,3,0,20
Annual Review of Ecology Evolution and Systematics,J,1,0,1
Annual Review of Entomology,J,2,0,0
Annual Review of Environment and Resources,J,2,0,0
Annual Review of Genetics,J,6,0,2
Annual Review of Immunology,J,0,0,26
Annual Review of Law and Social Science,J,6,0,2
Annual Review of Materials Research,J,16,0,21
Annual Review of Microbiology,J,9,0,3
Annual Review of Neuroscience,J,21,0,23
Annual Review of Nuclear and Particle Science,J,4,0,1
Annual Review of Nutrition,J,30,5,0
Annual Review of Pharmacology,J,14,14,0
Annual Review of Pharmacology and Toxicology,J,4,4,0
Annual Review of Physical Chemistry,J,55,48,24
Annual Review of Physiology,J,5,5,10
Annual Review of Phytopathology,J,23,0,8
Annual Review of Plant Biology,J,9,0,64
Annual Review of Political Science,J,10,0,40
Annual Review of Sociology,J,19,0,1
Anthropological Science,J,13,0,0
Anthropological Science (Japanese Series),J,8,0,0
Advances in Applied Probability,J,31,0,0
Journal of Applied Probability,J,24,0,0
Acta Arachnologica,J,18,0,0
Auto/Biography,J,5,0,5
Building Services Engineering Research and Technology,J,9,0,0
Child Language Teaching and Therapy,J,6,0,0
Chronic Respiratory Disease,J,11,0,0
Clinical Rehabilitation,J,31,0,42
Clinical Trials,J,17,0,12
Construction Innovation,J,5,0,0
Cultural Geographies,J,10,0,0
Cultural and Social History,J,11,0,12
German History,J,7,0,0
Human &amp; Experimental Toxicology,J,25,0,8
Journal of Oncology Pharmacy Practice,J,0,0,6
Language Teaching Research,J,7,0,0
Language Testing,J,7,0,5
Lighting Research and Technology,J,8,0,0
Lupus,J,32,0,24
Multiple Sclerosis,J,60,0,32
Nursing Ethics,J,13,0,15
Palliative Medicine,J,45,0,40
Perfusion,J,10,0,0
Primary Health Care Research and Development,J,11,0,0
Progress in Development Studies,J,6,0,0
Progress in Human Geography,J,18,0,0
Progress in Physical Geography,J,16,0,0
Qualitative Research in Psychology,J,5,0,5
Second language Research,J,4,0,6
Statistical Methods in Medical Research,J,14,0,0
Statistical Modelling,J,7,0,6
The Holocene,J,29,0,13
Toxicology and Industrial Health,J,10,0,11
Transactions of the Institute of Measurement and Control,J,5,0,5
Trauma,J,7,0,0
Vascular Medicine,J,12,0,12
War in History,J,5,0,5
ACM Computing Surveys,J,4,0,0
ACM Journal on Emerging Technologies in Computing Systems,J,6,0,0
ACM SIGACT News,J,15,3,0
ACM SIGARCH Computer Architecture News,J,17,0,0
ACM SIGCOMM Computer Communication Review,J,16,0,0
ACM SIGCSE Bulletin,J,167,0,0
ACM SIGGRAPH Computer Graphics,J,2,10,0
ACM SIGMIS Database,J,8,0,0
ACM SIGMOD Record,J,13,0,0
ACM SIGPLAN Notices,J,11,44,0
ACM SIGSOFT Software Engineering Notes,J,57,0,0
ACM Transactions on Algorithms,J,9,0,0
ACM Transactions on Applied Perception,J,6,0,0
ACM Transactions on Architecture and Code Optimization,J,5,0,0
ACM Transactions on Computational Logic,J,6,0,0
ACM Transactions on Computer Systems,J,4,0,0
ACM Transactions on Computer-Human Interaction,J,6,0,0
ACM Transactions on Database Systems,J,8,0,0
ACM Transactions on Design Automation of Electronic Systems,J,15,0,0
ACM Transactions on Embedded Computing Systems,J,10,0,0
ACM Transactions on Graphics,J,8,0,0
ACM Transactions on Information Systems,J,6,0,0
ACM Transactions on Information and System Security,J,5,0,0
ACM Transactions on Internet Technology,J,5,0,0
ACM Transactions on Mathematical Software,J,10,0,0
ACM Transactions on Modeling and Computer Simulation,J,6,0,0
ACM Transactions on Multimedia Computing Communications and Applications,J,5,0,0
ACM Transactions on Programming Languages and Systems,J,5,0,0
ACM Transactions on Software Engineering and Methodology,J,4,0,0
ACM Transactions on Speech and Language Processing,J,2,0,0
CHI 06 extended abstracts on Human factors in computing systems - CHI 06 CHI 06,C,344,0,0
CHI 97 extended abstracts on Human factors in computing systems looking to the future - CHI 97 CHI 97,C,0,204,0
Communications of the ACM,J,80,0,0
Computers in Entertainment,J,14,0,0
Journal of the ACM,J,6,0,0
Proceedings of 1972 ACM-SIGFIDET workshop on Data description access and control -,C,0,0,20
Proceedings of ACM conference on Proving assertions about programs -,C,0,0,22
Proceedings of the 11th Brazilian Symposium on Multimedia and the web - WebMedia 05 WebMedia 05,C,20,0,0
Proceedings of the 16th ACM Great Lakes symposium on VLSI - GLSVLSI 06 GLSVLSI 06,C,84,0,0
Proceedings of the 1977 symposium on Artificial intelligence and programming languages -,C,0,0,23
Proceedings of the 1st annual computer science conference on Program information abstracts - CWC 73 CWC 73,C,0,52,0
Proceedings of the 1st international workshop on Data management on new hardware - DAMON 05 DAMON 05,C,10,0,0
Proceedings of the 2003 conference on Asia South Pacific design automation - ASPDAC ASPDAC,C,0,163,0
Proceedings of the 2005 OOPSLA workshop on Eclipse technology eXchange - eclipse 05 eclipse 05,C,28,0,0
Proceedings of the 2005 conference on Asia South Pacific design automation - ASP-DAC 05 ASP-DAC 05,C,302,0,0
Proceedings of the 2005 conference on Specification and verification of component-based systems - SAVCBS 05 SAVCBS 05,C,16,0,0
Proceedings of the 2006 ACM SIGMIS CPR conference on computer personnel research Forty four years of computer personnel research,C,60,0,0
Proceedings of the 2006 ACM Symposium on Information computer and communications security - ASIACCS 06 ASIACCS 06,C,55,0,0
