name,type,cy,by,ud
Journal of Dynamic Systems Measurement and Control,J,26,0,17
Journal of Electronic Packaging,J,16,0,15
Journal of Energy Resources Technology,J,5,0,0
Journal of Engineering Materials and Technology,J,11,0,11
Journal of Engineering for Gas Turbines and Power,J,20,0,19
Journal of Fluids Engineering,J,47,0,29
Journal of Fuel Cell Science and Technology,J,25,0,21
Journal of Heat Transfer,J,63,0,51
Journal of Lubrication Technology,J,0,543,0
Journal of Manufacturing Science and Engineering,J,30,0,34
Journal of Mechanical Design,J,44,0,35
Journal of Mechanisms and Robotics,J,19,0,10
Journal of Medical Devices,J,16,0,0
Journal of Pressure Vessel Technology,J,22,0,19
Journal of Solar Energy Engineering,J,31,0,24
Journal of Thermal Science and Engineering Applications,J,22,0,31
Journal of Tribology,J,26,0,23
Journal of Turbomachinery,J,49,48,50
Journal of Vibration and Acoustics,J,18,0,8
A0981 |Test Method for Evaluating Bond Strength for 15 2 mm (0 6 in ) Diameter Prestressing Steel Strand Grade 270 Uncoated Used in Prestressed Ground Anchors,S,1,0,0
A1000 |Specification for Steel Wire Carbon and Alloy Specialty Spring Quality,S,1,0,0
B0177 |Guide for Engineering Chromium Electroplating,S,1,0,0
B0969 |Specification for Aluminum-Alloy Castings Produced by the Squeeze Casting Thixocast and Rheocast Semi-Solid Casting Processes,S,1,0,0
C0123 |Test Method for Lightweight Particles in Aggregate,S,1,0,0
C0295 |Guide for Petrographic Examination of Aggregates for Concrete,S,1,0,0
C0617 |Practice for Capping Cylindrical Concrete Specimens,S,1,0,0
C0702 |Practice for Reducing Samples of Aggregate to Testing Size,S,1,0,0
C0869 |Specification for Foaming Agents Used in Making Preformed Foam for Cellular Concrete,S,1,0,0
Classification System and Basis for Specification for Styrene-Maleic Anhydride Molding and Extrusion Materials (S/MA),S,1,0,0
Classification System for Liquid Crystal Polymers (LCP),S,1,0,0
Classification for Abuse-Resistant Nondecorated Interior Gypsum Panel Products and Fiber-Reinforced Cement Panels,S,1,0,0
Classification for Cost Estimate Classification System,S,1,0,0
Classification for Specifying Silicone Adhesives and Sealants for Transportation Applications,S,1,0,0
Classification of Fireclay and High-Alumina Mortars,S,1,0,0
Consumer Safety Specification for Booster Seats,S,1,0,0
Consumer Safety Specification for Full-Size Baby Cribs,S,1,0,0
Consumer Safety Specification for Infant Bath Seats,S,2,0,0
Consumer Safety Specification for Infant Bath Tubs,S,1,0,0
Consumer Safety Specification for Infant Walkers,S,1,0,0
Consumer Safety Specification for Non-Full-Size Baby Cribs/Play Yards,S,2,0,0
D0578 |Specification for Glass Fiber Strands,S,1,0,0
D0979 |Practice for Sampling Bituminous Paving Mixtures,S,1,0,0
D0994 |Specification for Preformed Expansion Joint Filler for Concrete (Bituminous Type),S,1,0,0
D1187 |Specification for Asphalt-Base Emulsions for Use as Protective Coatings for Metal,S,1,0,0
D1670 |Test Method for Failure End Point in Accelerated and Outdoor Weathering of Bituminous Materials,S,1,0,0
D3744 |Test Method for Aggregate Durability Index,S,1,0,0
D3800 |Test Method for Density of High-Modulus Fibers,S,1,0,0
D4869 |Specification for Asphalt-Saturated Organic Felt Underlayment Used in Steep Slope Roofing,S,1,0,0
D4887 |Practice for Preparation of Viscosity Blends for Hot Recycled Bituminous Materials,S,1,0,0
D5078 |Specification for Crack Filler Hot-Applied for Asphalt Concrete and Portland Cement Concrete Pavements,S,1,0,0
D5361 |Practice for Sampling Compacted Bituminous Mixtures for Laboratory Testing,S,1,0,0
D6152 |Specification for SEBS-Modified Mopping Asphalt Used in Roofing,S,1,0,0
D6511 |Test Methods for Solvent Bearing Bituminous Compounds,S,1,0,0
D6627 |Test Method for Determination of a Volatile Distillate Fraction of Cold Asphalt Mixtures,S,1,0,0
D6752 |Test Method for Bulk Specific Gravity and Density of Compacted Bituminous Mixtures Using Automatic Vacuum Sealing Method,S,1,0,0
D6857 |Test Method for Maximum Specific Gravity and Density of Bituminous Paving Mixtures Using Automatic Vacuum Sealing Method,S,1,0,0
D7063 |Test Method for Effective Porosity and Effective Air Voids of Compacted Bituminous Paving Mixture Samples,S,1,0,0
D7227 |Practice for Rapid Drying of Compacted Asphalt Specimens Using Vacuum Drying Apparatus,S,1,0,0
Definitions of Terms Relating to Leak Testing,S,0,1,0
Discontinued 1978 Method of Test for Number of Neps in Cotton Samples,S,0,1,0
Discontinued 1988 Definitions of Terms Relating to Fatigue Testing and the Statistical Analysis of Fatigue Data Replaced by E 1150,S,0,1,0
E0230 |Specification and Temperature-Electromotive Force (EMF) Tables for Standardized Thermocouples,S,1,0,0
E0488 |Test Methods for Strength of Anchors in Concrete and Masonry Elements,S,1,0,0
E0493 |Test Methods for Leaks Using the Mass Spectrometer Leak Detector in the Inside-Out Testing Mode,S,1,0,0
E0498 |Test Methods for Leaks Using the Mass Spectrometer Leak Detector or Residual Gas Analyzer in the Tracer Probe Mode,S,1,0,0
E0499 |Test Methods for Leaks Using the Mass Spectrometer Leak Detector in the Detector Probe Mode,S,1,0,0
E1067 |Practice for Acoustic Emission Examination of Fiberglass Reinforced Plastic Resin (FRP) Tanks/Vessels,S,1,0,0
E1417 |Practice for Liquid Penetrant Testing,S,1,0,0
E1444 |Practice for Magnetic Particle Testing,S,1,0,0
E1603 |Test Methods for Leakage Measurement Using the Mass Spectrometer Leak Detector or Residual Gas Analyzer in the Hood Mode,S,1,0,0
E1656 |Guide for Classification of Automated Pavement Condition Survey Equipment,S,1,0,0
E2024 |Test Methods for Atmospheric Leaks Using a Thermal Conductivity Leak Detector,S,1,0,0
Geotechnical Testing Journal,J,60,0,13
Guide for Absorbed-Dose Mapping in Radiation Processing Facilities,S,1,0,0
Guide for Alkaline Stabilization of Wastewater Treatment Plant Residuals,S,1,0,0
Guide for Analysis and Reporting the Impurity Content and Grade of High Purity Metallic Sputtering Targets for Electronic Thin Film Applications,S,1,0,0
Guide for Analysis of Overtest Data in Radiation Testing of Electronic Parts,S,1,0,0
Guide for Application of Neutron Transport Methods for Reactor Vessel Surveillance E706 (IID),S,1,0,0
Guide for Archiving and Retrieving Intelligent Transportation Systems-Generated Data,S,1,0,0
Guide for Calibration Requirements for Elemental Analysis of Petroleum Products and Lubricants,S,1,0,0
Guide for Carbon Black--Validation of Test Method Precision and Bias,S,0,1,0
Guide for Cleaning Flushing and Purification of Steam Gas and Hydroelectric Turbine Lubrication Systems,S,1,0,0
Guide for Computed Tomography (CT) Imaging,S,1,0,0
Guide for Data Capture through the Dictation Process,S,1,0,0
Guide for Descaling and Cleaning Titanium and Titanium Alloy Surfaces,S,1,0,0
Guide for Design and Construction of Low-Rise Frame Building Wall Systems to Resist Water Intrusion,S,1,0,0
Guide for Design and Installation of Plastic Siphonic Roof Drainage Systems,S,1,0,0
Guide for Determining Uses and Limitations of Deterministic Fire Models,S,0,0,1
Guide for Disclosure of Environmental Liabilities,S,1,0,0
Guide for Documenting Computer Software for Fire Models,S,0,0,1
Guide for Dynamic Testing of Vulcanized Rubber and Rubber-Like Materials Using Vibratory Methods,S,1,0,0
Guide for Environmental Site Assessments Phase II Environmental Site Assessment Process,S,1,0,0
Guide for Estimating Monetary Costs and Liabilities for Environmental Matters,S,1,0,0
Guide for Ethical Requirements for Psychophysiological Detection of Deception (PDD) Examiners,S,1,0,0
Guide for Evacuation Route Diagrams,S,0,0,1
Guide for Evaluating Color Transfer or Color Loss of Dyed Fabrics in Laundering,S,0,1,0
Guide for Foam Stability of Hand Dishwashing Detergents,S,1,0,0
Guide for Functional Kinematic and Wear Assessment of Total Disc Prostheses,S,1,0,0
Guide for General Principles of Sustainability Relative to Buildings,S,1,0,0
Guide for Identification and Establishment of a Quality Assurance Program for Medical Transcription,S,1,0,0
Guide for Identification and/or Segregation of Mixed Lots of Metals,S,1,0,0
Guide for Maintaining Cool Season Turfgrasses on Athletic Fields,S,1,0,0
Guide for Maintaining Warm Season Turfgrasses on Athletic Fields,S,1,0,0
Guide for Measurement of In-Duct Sound Pressure Levels from Large Industrial Gas Turbines and Fans,S,1,0,0
Guide for Measuring Characteristics of Sapphire Substrates,S,0,0,1
Guide for Measuring Some Electronic Characteristics of Ultrasonic Examination Instruments,S,1,0,0
Guide for Medical Transcription Workstations,S,1,0,0
Guide for Preparation of Biological Samples for Inorganic Chemical Analysis,S,1,0,0
Guide for Proficiency Test Program for Fabrics,S,1,0,0
Guide for Quality Indicators for Health Classifications,S,0,0,1
Guide for Recovery of Aqueous Cyanides by Extraction from Mine Rock and Soil After Remediation of Process Releases,S,2,0,0
Guide for Reduction of Risk of Injury for Archery Overdraws,S,1,0,0
Guide for Reporting of Ion Beam Parameters Used in Surface Analysis,S,1,0,0
Guide for Requests for Proposals Regarding Medical Transcription Services for Healthcare Institutions,S,1,0,0
Guide for Sampling Plan and Core Sampling for Prebaked Anodes Used in Aluminum Production,S,1,0,0
Guide for Sampling Wastewater With Automatic Samplers,S,0,0,1
Guide for Selecting Surface Geophysical Methods,S,1,0,0
Guide for Selection Design and Installation of Thermoplastic Water- Pressure Piping Systems,S,1,0,0
Guide for Selection and Use for Pelvic Ring Circumferential Compression Stabilization Devices (PRCCSD),S,1,0,0
Guide for Selection and Use of Full-Encirclement-Type Band Clamps for Reinforcement or Repair of Punctures or Holes in Polyethylene Gas Pressure Pipe,S,1,0,0
Guide for Selection and Use of Neutron Sensors for Determining Neutron Spectra Employed in Radiation-Hardness Testing of Electronics,S,1,0,0
Guide for Selection of Fire Test Methods for the Assessment of Upholstered Furnishings in Detention and Correctional Facilities,S,1,0,0
Guide for Selection of Test Methods for Prefabricated Vertical Drains (PVD),S,1,0,0
Guide for Selection of Test Methods to Determine Rate of Fluid Permeation Through Geomembranes for Specific Applications,S,1,0,0
Guide for Selection of a Leak Testing Method,S,1,0,0
Guide for Sensory Evaluation Methods to Determine the Sensory Shelf Life of Consumer Products,S,1,0,0
Guide for Simulation of Helium Effects in Irradiated Metals,S,1,0,0
Guide for Statistical Analysis of Service Life Data,S,1,0,0
Guide for Storage and Handling of Geosynthetic Clay Liners,S,1,0,0
Guide for Testing Polymer Matrix Composite Materials,S,1,0,0
Guide for Use of Activity and Use Limitations Including Institutional and Engineering Controls,S,1,0,0
Guide for Use of Joint Sealants,S,1,0,0
Guide for Use of Joint Sealants with Exterior Insulation and Finish Systems (EIFS),S,1,0,0
Guide for Use of Melt Wire Temperature Monitors for Reactor Vessel Surveillance E 706 (IIIE),S,1,0,0
Guide for Use of the Petroleum Measurement Tables,S,0,0,1
Guide for Using the Seismic Refraction Method for Subsurface Investigation,S,1,0,0
Guide for Using the Surface Ground Penetrating Radar Method for Subsurface Investigation,S,1,0,0
Guide for Writing Material Standards in the Classification Format,S,1,0,0
Guide for the Evaluation Calibration and Correlation of E274 Friction Measurement Systems and Equipment,S,1,0,0
Journal of ASTM International,J,140,0,8
Journal of Testing and Evaluation,J,38,0,56
Master Matrix for Light-Water Reactor Pressure Vessel Surveillance Standards E 706(0),S,0,0,1
Method for Removal of Organic Matter from Water by Activated Carbon Absorption,S,0,1,0
Method of Test for Adherence of Porcelain Enamel and Ceramic Coatings to Sheet Metal,S,0,1,0
Method of Test for Nonvolatile Matter in Trichlorotrifluoroethane,S,0,1,0
Method of Test for Temper of Strip and Sheet Metals for Electronic Devices (Spring-Back Method),S,0,1,0
Method of Test for Thermal Stability of Aviation Turbine Fuels,S,0,1,0
Methods Of Test for Particulate and Dissolved Matter in Water,S,0,1,0
Methods for Chemical Analysis of Nickel-Chromium and Nickel-Chromium-Iron Alloys,S,0,1,0
Methods of Test for Identification of Metallic and Fibrous Contaminants in Aerospace Fluids,S,0,1,0
Performance and Safety Specification for Cryosurgical Medical Instruments,S,0,0,1
Practice for Agencies Testing Concrete and Concrete Aggregates for Use in Construction and Criteria for Testing Agency Evaluation,S,1,0,0
Practice for Analysis of Metals Ores and Related Materials by Molecular Absorption Spectrometry,S,1,0,0
Practice for Assessing the Solvent Resistance of Organic Coatings Using Solvent Rubs,S,1,0,0
Practice for Atmospheric Environmental Exposure Testing of Nonmetallic Materials,S,1,0,0
Practice for Calculating Thermal Endurance of Materials from Thermogravimetric Decomposition Data,S,1,0,0
Practice for Calculation of Photometric Transmittance and Reflectance of Materials to Solar Radiation,S,1,0,0
Practice for Calibration of Linear Displacement Sensor Systems Used to Measure Micromotion,S,1,0,0
Practice for Carbon Black--Sampling Bulk Shipments,S,1,0,0
Practice for Collection of Floor Dust for Chemical Analysis,S,1,0,0
Practice for Compatibility of Plasticizers in Poly(Vinyl Chloride) Plastics Under Compression,S,1,0,0
Practice for Computed Tomographic (CT) Examination,S,1,0,0
Practice for Defining and Calculating Individual and Group Sensory Thresholds from Forced-Choice Data Sets of Intermediate Size,S,1,0,0
Practice for Design of Amusement Rides and Devices,S,1,0,0
Practice for Detection and Evaluation of Discontinuities by the Immersed Pulse-Echo Ultrasonic Method Using Longitudinal Waves,S,1,0,0
Practice for Determination of 2 % Secant Modulus for Polyethylene Geomembranes,S,1,0,0
Practice for Determination of Dead Loads and Live Loads associated with Green Roof Systems,S,1,0,0
Practice for Determination of Odor and Taste Thresholds By a Forced-Choice Ascending Concentration Series Method of Limits,S,1,0,0
Practice for Determining Uniformity of Ingredients of Concrete From a Single Source,S,1,0,0
Practice for Determining the Number of Constrictions m of Non-Woven Geotextiles as a Complementary Filtration Property,S,1,0,0
Practice for Determining the Separation Tendency of Polymer from Polymer Modified Asphalt,S,1,0,0
Practice for Determining the Specification Conformance of Geosynthetics,S,1,0,0
Practice for Estimating Concrete Strength by the Maturity Method,S,1,0,0
Practice for Evaluating Aggregate Coating using Emulsified Asphalts,S,1,0,0
Practice for Evaluating Compatibility of Binary Mixtures of Lubricating Greases,S,1,0,0
Practice for Evaluating Performance Characteristics of Ultrasonic Pulse-Echo Testing Instruments and Systems without the Use of Electronic Measurement Instruments,S,1,0,0
Practice for Evaluating Precision for Test Method Standards in the Rubber and Carbon Black Manufacturing Industries,S,1,0,0
Practice for Fluorescent UV-Condensation Exposures of Paint and Related Coatings,S,1,0,0
Practice for Geomembrane Seam Evaluation by Vacuum Chamber,S,1,0,0
Practice for Goniometric Optical Scatter Measurements,S,1,0,0
Practice for Handling Transportation and Storage of HCFC Blend B (CF3CCl 2H Ar and CF4),S,1,0,0
Practice for Handling Transportation and Storage of HFC-227ea 1 1 1 2 3 3 3-Heptafluoropropane (CF3CHFCF3),S,1,0,0
Practice for Handling Transportation and Storage of HFC-23 (Trifluoromethane CHF3),S,1,0,0
Practice for Handling Transportation and Storage of Halon 1301 Bromotrifluoromethane (CF3BR),S,1,0,0
Practice for Installation Acceptance of Plastic Non-pressure Sewer Lines Using Low-Pressure Air,S,1,0,0
Practice for Installation of Ceiling Suspension Systems for Acoustical Tile and Lay-in Panels in Areas Subject to Earthquake Ground Motions,S,1,0,0
Practice for Installation of Geocomposite Pavement Drains,S,1,0,0
Practice for Installation of Thick Poured Gypsum Concrete Underlayments and Preparation of the Surface to Receive Resilient Flooring,S,1,0,0
Practice for Leak Location using Geomembranes with an Insulating Layer in Intimate Contact with a Conductive Layer via Electrical Capacitance Technique (Conductive Geomembrane Spark Test),S,1,0,0
Practice for Maintaining Constant Relative Humidity by Means of Aqueous Glycerin Solutions,S,1,0,0
Practice for Manual Sampling of Petroleum and Petroleum Products,S,1,0,0
Practice for Measuring Coating Thickness by Magnetic-Field or Eddy-Current (Electromagnetic) Examination Methods,S,1,0,0
Practice for Measuring Elements in Water by Flame Atomic Absorption Spectrophotometry,S,1,0,0
Practice for Measuring the Dynamic Characteristics of Amusement Rides and Devices,S,1,0,0
Practice for Measuring the Ultrasonic Velocity in Polyethylene Tank Walls Using Lateral Longitudinal (LCR) Waves,S,1,0,0
Practice for Mechanical Sampling of Coal,S,1,0,0
Practice for Mechanized Ultrasonic Testing of Girth Welds Using Zonal Discrimination with Focused Search Units,S,1,0,0
Practice for Metadata to Support Archived Data Management Systems,S,0,0,1
Practice for Minimum Requirements for Agencies Engaged in Testing and/or Inspection of Soil and Rock as Used in Engineering Design and Construction,S,1,0,0
Practice for Modified Salt Spray (Fog) Testing,S,1,0,0
Practice for Molecular Weight Averages and Molecular Weight Distribution of Hydrocarbon and Terpene Resins by Size-Exclusion Chromatography,S,1,0,0
Practice for Operation of the Vettermann Drum Tester,S,1,0,0
Practice for Paintball Player Safety Briefing,S,1,0,0
Practice for Pictorial Markings for Handling of Goods,S,1,0,0
Practice for Preparation of Oils and Oily Waste Samples by High-Pressure High-Temperature Digestion for Trace Element Determinations,S,1,0,0
Practice for Preparation of Zinc-Coated and Zinc-Alloy-Coated Steel Panels for Testing Paint and Related Coating Products,S,1,0,0
Practice for Preparing Coal Samples for Analysis,S,1,0,0
Practice for Preparing Coal Samples for Microscopical Analysis by Reflected Light,S,1,0,0
Practice for Presenting Selected Information on Vacuum Cleaners for Consumer Use,S,1,0,0
Practice for Pressurized Air Channel Evaluation of Dual Seamed Geomembranes,S,1,0,0
Practice for Qualitative Identification of Polymers in Emulsion Paints,S,1,0,0
Practice for Receiving Documenting Storing and Retrieving Evidence in a Forensic Science Laboratory,S,1,0,0
Practice for Rehabilitation of Existing Pipelines and Conduits by the Pulled in Place Installation of Glass Reinforced Plastic (GRP) Cured-in-Place Thermosetting Resin Pipe (CIPP),S,1,0,0
Practice for Roads and Parking Lots Pavement Condition Index Surveys,S,1,0,0
Practice for Rubber--Calculation of Producers Process Performance Indexes,S,1,0,0
Practice for Sampling Compacted Bituminous Mixtures for Laboratory Testing,S,1,0,0
Practice for Sampling Steam,S,1,0,0
Practice for Sampling With a Composite Liquid Waste Sampler (COLIWASA),S,1,0,0
Practice for Sampling and Inspection of Complete and Incomplete Alpine Ski/Binding/Boot Systems in Rental Applications,S,0,0,1
Practice for Sampling in Rubber Testing--Terminology and Basic Concepts,S,1,0,0
Practice for Sensory Evaluation of Edible Oils and Fats,S,1,0,0
Practice for Standardizing Equipment for Electromagnetic Examination of Seamless Aluminum-Alloy Tube,S,1,0,0
Practice for Steel Castings Surface Acceptance Standards Visual Examination,S,1,0,0
Practice for Ultrasonic C-Scan Bond Evaluation of Sputtering Target-Backing Plate Assemblies,S,1,0,0
Practice for the Nondestructive Testing of Geomembrane Seams using the Spark Test,S,1,0,0
Practices for Design Testing and Construction of Slurry Seal,S,1,0,0
Practices for Qualitatively Evaluating the Comfort Fit Function and Durability of Protective Ensembles and Ensemble Components,S,1,0,0
Reference Radiographs for Examination of Aluminum Fusion Welds,S,1,0,0
Reference Radiographs for Inspection of Aluminum and Magnesium Die Castings,S,1,0,0
Reference Radiographs for Steel Fusion Welds,S,1,0,0
Safety Performance Specification for Fences/Barriers for Public Commercial and Multi-Family Residential Use Outdoor Play Areas,S,1,0,0
Specification and Test Methods for Bioabsorbable Plates and Screws for Internal Fixation Implants,S,1,0,0
Specification for 12 to 60 in [300 to 1500 mm] Annular Corrugated Profile-Wall Polyethylene (PE) Pipe and Fittings for Gravity-Flow Storm Sewer and Subsurface Drainage Applications,S,1,0,0
Specification for 2 to 60 inch [50 to 1500 mm] Annular Corrugated Profile Wall Polyethylene (PE) Pipe and Fittings for Land Drainage Applications,S,1,0,0
Specification for 8000 Series Aluminum Alloy Wire for Electrical Purposes--Annealed and Intermediate Tempers,S,1,0,0
Specification for Acrylonitrile-Butadiene-Styrene (ABS) Schedule 40 Plastic Drain Waste and Vent Pipe and Fittings,S,1,0,0
Specification for Admixtures to Inhibit Chloride-Induced Corrosion of Reinforcing Steel in Concrete,S,1,0,0
Specification for Agencies Engaged in Construction Inspection Special Inspection or Testing Materials Used in Construction,S,1,0,0
Specification for Agencies Engaged in Construction Inspection Testing or Special Inspection,S,1,0,0
Specification for Aggregate for Masonry Mortar,S,1,0,0
Specification for Aggregates for Masonry Grout,S,1,0,0
Specification for Aluminum Oxide Powder,S,1,0,0
Specification for Aluminum Pigmented Emulsified Asphalt Used as a Protective Coating for Roofing,S,0,0,1
Specification for Application of Portland Cement-Based Plaster,S,1,0,0
Specification for Archiving ITS-Generated Traffic Monitoring Data,S,0,0,1
Specification for Austenitic Ductile Iron Castings for Pressure-Containing Parts Suitable for Low-Temperature Service,S,1,0,0
Specification for Austenitic Gray Iron Castings,S,1,0,0
Specification for Autoclaved Aerated Concrete (AAC),S,1,0,0
Specification for Automotive Gray Iron Castings,S,1,0,0
Specification for Automotive Spark-Ignition Engine Fuel,S,1,0,0
Specification for Aviation Certification Turbine Fuel,S,1,0,0
Specification for Aviation Turbine Fuel Containing Synthesized Hydrocarbons,S,1,0,0
Specification for Aviation Turbine Fuels,S,2,0,0
Specification for Benzene for Use with Zeolite Based Catalysts,S,1,0,0
Specification for Biodiesel Fuel Blend Stock (B100) for Middle Distillate Fuels,S,1,0,0
Specification for Calcium Silicate Block and Pipe Thermal Insulation,S,1,0,0
Specification for Car and Tender Journal Bearings Lined,S,1,0,0
Specification for Carbon Steel Forgings for Piping Applications,S,1,0,0
Specification for Ceramic Glazed Structural Clay Facing Tile Facing Brick and Solid Masonry Units,S,1,0,0
Specification for Chemical Admixtures for Concrete,S,1,0,0
Specification for Chlorinated Poly (Vinyl Chloride) (CPVC) Plastic Pipe Fittings Schedule 80,S,1,0,0
Specification for Chromium Sputtering Targets for Thin Film Applications,S,1,0,0
Specification for Chromium-Vanadium Alloy Steel Valve Spring Quality Wire,S,1,0,0
Specification for Circular-Knit Geotextile for Use in Subsurface Drainage Applications,S,1,0,0
Specification for Cold Expansion Fittings with PEX Reinforcing Rings for Use with Cross-linked Polyethylene (PEX) Tubing,S,1,0,0
Specification for Common Requirements for Iron Castings for General Industrial Use,S,1,0,0
Specification for Compact Round Stranded Aluminum Conductors Using Single Input Wire Construction,S,1,0,0
Specification for Compressed Round Stranded Aluminum Conductors Using Single Input Wire Construction,S,1,0,0
Specification for Concrete Aggregates,S,1,0,0
Specification for Cooker Steam,S,1,0,0
Specification for Copper-Clad Aluminum Wire,S,1,0,0
Specification for Corrosion-Inhibiting Adhesive Primer for Aluminum Alloys to Be Adhesively Bonded in Honeycomb Shelter Panels,S,1,0,0
Specification for Crosslinked Chlorinated Polyolefin Heat-Shrinkable Tubing for Electrical Insulation,S,1,0,0
Specification for Crosslinked Polyethylene (PEX) Hot- and Cold-Water Distribution Systems,S,1,0,0
Specification for Crosslinked Polyethylene (PEX) Plastic Hot- and Cold-Water Distribution Systems,S,1,0,0
Specification for Crosslinked Polyethylene/Aluminum/Crosslinked Polyethylene (PEX-AL-PEX) Pressure Pipe,S,1,0,0
Specification for Crosslinked and Noncrosslinked Poly(Vinyl Chloride) Heat-Shrinkable Tubing for Electrical Insulation,S,1,0,0
Specification for Cupola Malleable Iron,S,1,0,0
Specification for Denatured Fuel Ethanol for Blending with Gasolines for Use as Automotive Spark-Ignition Engine Fuel,S,1,0,0
Specification for Dense Elastomeric Compression Seal Gaskets Setting Blocks and Spacers,S,1,0,0
Specification for Dense Elastomeric Silicone Rubber Gaskets and Accessories,S,1,0,0
Specification for Drain Waste and Vent (DWV) Plastic Fittings Patterns,S,1,0,0
Specification for Elastomeric Cellular Preformed Gasket and Sealing Material,S,1,0,0
Specification for Electrodeposited Coatings of Copper Plus Nickel Plus Chromium and Nickel Plus Chromium,S,1,0,0
Specification for Electronic Thermometer for Intermittent Determination of Patient Temperature,S,1,0,0
Specification for Evaluating Structural Capacities of Rim Board Products and Assemblies,S,1,0,0
Specification for Faced Rigid Cellular Polyisocyanurate Thermal Insulation Board,S,1,0,0
Specification for Faced or Unfaced Rigid Cellular Phenolic Thermal Insulation,S,1,0,0
Specification for Facing Brick (Solid Masonry Units Made from Clay or Shale),S,1,0,0
Specification for Fiberglass (Glass-Fiber-Reinforced Thermosetting-Resin) Pressure Pipe,S,1,0,0
Specification for Fiberglass (Glass-Fiber-Reinforced Thermosetting-Resin) Sewer Pipe,S,1,0,0
Specification for Fiberglass (Glass-Fiber-Reinforced Thermosetting-Resin) Sewer and Industrial Pressure Pipe,S,1,0,0
Specification for Flat Wall Insulating Concrete Form (ICF) Systems,S,1,0,0
Specification for Fly Ash and Other Pozzolans for Use With Lime for Soil Stabilization,S,1,0,0
Specification for Fuel Ethanol (Ed70-Ed85) for Automotive Spark-Ignition Engines,S,1,0,0
Specification for Geocomposites for Pavement Edge Drains and Other High-Flow Applications,S,1,0,0
Specification for Gray Iron Castings for Elevated Temperatures for Non-Pressure Containing Parts,S,1,0,0
Specification for Gray Iron Castings for Pressure-Containing Parts for Temperatures Up to 650F (350C),S,1,0,0
Specification for Gypsum Board,S,1,0,0
Specification for HCFC Blend B (CF3CCl2H Ar and CF4),S,1,0,0
Specification for HFC-125 (Pentafluoroethane C2HF5),S,1,0,0
Specification for HFC-227ea 1 1 1 2 3 3 3-Heptafluoropropane (CF3CHFCF 3),S,1,0,0
Specification for HFC-23 (Trifluoromethane CHF3),S,1,0,0
Specification for HFC-236fa 1 1 1 3 3 3-Hexafluoropropane (CF3CH 2CF3),S,1,0,0
Specification for Heavy Duty Shielded Couplings Joining Hubless Cast Iron Soil Pipe and Fittings,S,1,0,0
Specification for Heavy Vehicular Paving Brick,S,1,0,0
Specification for High Solids Content Cold Liquid-Applied Elastomeric Waterproofing Membrane for Use with Separate Wearing Course,S,0,0,1
Specification for Hollow Brick (Hollow Masonry Units Made From Clay or Shale),S,1,0,0
