name,issn,licence
Direitos Fundamentais e Democracia,19820496,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Disease Models &amp; Mechanisms,17548403,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
El Agora USB,16578031,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Encuentro,04249674,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
English Teaching : Practice and Critique,11758708,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
EntomoBrasilis,19830572,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
European Journal of Cardiovascular Medicine,20424884,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Field : a Free Journal for Architecture,17550068,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Frantice.net,21105324,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Heart Views,1995705X,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Hepatitis B Annual,09729747,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Historia Actual Online,16962060,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
História da Educação,14143518,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
IETE Technical Review,02564602,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Ikastorratza : e-Revista de Didáctica,19885911,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Image Processing On Line,21051232,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Anaesthesia,00195049,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Community Medicine,09700218,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Critical Care Medicine,09725229,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Dental Research,09709290,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Dermatology,00195154,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
"Indian Journal of Dermatology, Venereology and Leprology",03786323,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Endocrinology and Metabolism,22308210,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Human Genetics,09716866,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Medical and Paediatric Oncology,09715851,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Medical Sciences,00195359,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Ophthalmology,03014738,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Orthopaedics,00195413,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Palliative Care,09731075,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Pathology and Microbiology,03774929,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Pharmaceutical Sciences,0250474X,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Pharmacology,02537613,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Plastic Surgery,09700358,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Psychological Medicine,02537176,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Public Health,0019557X,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Radiology and Imaging,09713026,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Indian Journal of Sexually Transmitted Diseases,02537184,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Industrial Psychiatry Journal,09726748,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Ingenierías USBMed,20275846,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
International Journal of Applied Engineering Research,09764259,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
International Journal of Ayurveda Research,09747788,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
International Journal of Civil and Structural Engineering,09764399,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
International Journal of Criminal Justice Sciences,09735089,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
International Journal of Cyber Criminology,09742891,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
"International Journal of Design, Analysis and Tools for Integrated Circuits and Systems",2223523X,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
International Journal of Environmental Sciences,09764402,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
International Journal of Geomatics and Geosciences,09764380,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
International Journal of Green Pharmacy,09738258,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
International Journal of Internet Science,16625544,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
International Journal of Shoulder Surgery,09736042,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
International Journal of Yoga,09736131,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Iranica Journal of Energy and Environment (IJEE),20792115,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Advanced Studies in Topology,2090388X,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Applied Pharmaceutical Science,22313354,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Ayurveda and Integrative Medicine,09759476,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Cancer Research and Therapeutics,09731482,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Carcinogenesis,09746773,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Cardiovascular Disease Research,09753583,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Clinical Imaging Science,21567514,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Conservative Dentistry,09720707,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Craniovertebral Junction and Spine,09748237,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Cutaneous and Aesthetic Surgery ,09742077,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Cytology,09709371,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
"Journal of Emergencies, Trauma and Shock",09742700,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Family and Community Medicine,13191683,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Forensic Dental Sciences ,09751475,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Geriatric Cardiology,16715411,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Global Infectious Diseases,0974777X,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Gynecological Endoscopy and Surgery,09741216,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Human Reproductive Sciences,09741208,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Infrared and Millimeter Waves ,10019014,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Laboratory Physicians,09742727,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Lasers in Medical Sciences,20089783,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Library and Information Science,03633640,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Macrodynamic Analysis,14991586,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Medical Physics,09716203,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Mid-Life Health,09767800,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Minimal Access Surgery,09729941,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Neonatal Surgery,22260439,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Neurosciences in Rural Practice,09763147,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Oral and Maxillofacial Pathology,0973029X,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Pathology Informatics,22295089,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Pediatric Neurosciences,18171745,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Pharmacology and Pharmacotherapeutics,0976500X,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Pharmacy and Bioallied Sciences,09757406,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Physical Agents,18880258,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Postgraduate Medicine,00223859,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of the Indian Society of Pedodontics and Preventive Dentistry,09704388,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of the Indian Society of Periodontology,0972124X,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Tropical Agriculture,0971636X,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Journal of Young Pharmacists,09751483,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Khazar Journal of Humanities and Social Sciences,22232613,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Lámpsakos,21454086,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Language Documentation &amp; Conservation,19345275,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Latin American Journal of International Affairs ,07188552,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Library Student Journal,19316100,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
lo Squaderno,19739141,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Logos,01049933,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Lung India,09702113,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
mBio,21507511,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Medical Education Online,10872981,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
MEDICC Review,15557960,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Middle East African Journal of Ophthalmology,09749233,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Miradas en Movimiento,18522173,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Nanomaterials and Nanotechnology,18479804,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Neurology India,00283886,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Nigerian Medical Journal,03001652,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Noise and Health,14631741,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Nordlit : Tidsskrift i litteratur og kultur ,15032086,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Nutrition &amp; Diabetes,20444052,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Oman Journal of Ophthalmology,0974620X,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Páginasenferurg.com,19892829,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Pakistaniaat : A Journal of Pakistan Studies,19486529,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Pharmacognosy Research,09764836,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Pharmacognosy Reviews,09737847,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
"Postconvencionales : Ética, Universidad, Democracia",22207333,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
PVRI Review,09746013,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Ramon Llull Journal of Applied Ethics,20138393,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
REHMLAC : Revista de Estudios Históricos de la Masonería Latinoamericana y Caribeña,16594223,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Revista Brasileira de Informática na Educação ,14145685,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Revista de Comunicación y Salud,21731675,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Revista Estudos Hum(e)anos,21771006,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Revista Estudos Políticos,21772851,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Revista Virtual de Química,19846835,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Rivista Italiana di Filosofia Analitica Junior,20374445,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Rupkatha Journal on Interdisciplinary Studies in Humanities,09752935,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
S : Journal of the Jan van Eyck Circle for Lacanian Ideology Critique,18749062,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Saudi Journal of Anaesthesia,1658354X,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Saudi Journal of Gastroenterology,13193767,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Saudi Journal of Kidney Diseases and Transplantation,13192442,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Scientific Reports,20452322,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Solutions Journal,21540896,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
"Symmetry, Integrability and Geometry : Methods and Applications",18150659,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Tecnoscienza : Italian Journal of Science &amp; Technology Studies,20383460,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
The Criterion : an International Journal in English,09768165,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Transoxiana : Journal Libre de Estudios Orientales,16667050,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Türk Kütüphaneciliği ,13000039,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Urology Annals,09747796,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Vis-à-vis : Explorations in Anthropology,12034274,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Wide Screen,17573920,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Yale Journal of Biology and Medicine,00440086,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
