name,issn,licence
Antrocom : Online Journal of Anthropology,19732880,http://creativecommons.org/licenses/by/3.0/legalcode
Antropologia e Teatro : Rivista di Studi,20392281,http://creativecommons.org/licenses/by/3.0/legalcode
Aporia : The Nursing Journal,19181345,http://creativecommons.org/licenses/by/3.0/legalcode
Applied and Environmental Soil Science,16877667,http://creativecommons.org/licenses/by/3.0/legalcode
Applied Computational Intelligence and Soft Computing,16879724,http://creativecommons.org/licenses/by/3.0/legalcode
Applied Physics Research,19169639,http://creativecommons.org/licenses/by/3.0/legalcode
Applied Technologies and Innovations,18041191,http://creativecommons.org/licenses/by/3.0/legalcode
Arak Medical University Journal ,17355338,http://creativecommons.org/licenses/by/3.0/legalcode
Archaea ,14723646,http://creativecommons.org/licenses/by/3.0/legalcode
Archive of Mechanical Engineering ,40738,http://creativecommons.org/licenses/by/3.0/legalcode
Archives of Civil Engineering,12302945,http://creativecommons.org/licenses/by/3.0/legalcode
Archives of Electrical Engineering,40746,http://creativecommons.org/licenses/by/3.0/legalcode
Archives of Exercise in Health and Disease,16471652,http://creativecommons.org/licenses/by/3.0/legalcode
Archives of Metallurgy and Materials,17333490,http://creativecommons.org/licenses/by/3.0/legalcode
Archives of Polish Fisheries,12306428,http://creativecommons.org/licenses/by/3.0/legalcode
Archives of Thermodynamics,12310956,http://creativecommons.org/licenses/by/3.0/legalcode
Archives of Transport,8669546,http://creativecommons.org/licenses/by/3.0/legalcode
ARPN Journal of Systems and Software ,22229833,http://creativecommons.org/licenses/by/3.0/legalcode
Arqueología Iberoamericana,19894104,http://creativecommons.org/licenses/by/3.0/legalcode
Ars Bilduma,19899262,http://creativecommons.org/licenses/by/3.0/legalcode
Ars Disputandi : the Online Journal for Philosophy of Religion,15665399,http://creativecommons.org/licenses/by/3.0/legalcode
Arthritis,20901984,http://creativecommons.org/licenses/by/3.0/legalcode
Arts and Social Sciences Journal,21516200,http://creativecommons.org/licenses/by/3.0/legalcode
Asian Social Science,19112017,http://creativecommons.org/licenses/by/3.0/legalcode
Aspeers : Emerging Voices in American Studies,18658768,http://creativecommons.org/licenses/by/3.0/legalcode
Astrophysics and Space Sciences Transactions (ASTRA),18106528,http://creativecommons.org/licenses/by/3.0/legalcode
Atmosphere,20734433,http://creativecommons.org/licenses/by/3.0/legalcode
Atmospheric Chemistry and Physics,16807316,http://creativecommons.org/licenses/by/3.0/legalcode
Atmospheric Chemistry and Physics Discussions,16807367,http://creativecommons.org/licenses/by/3.0/legalcode
Atmospheric Measurement Techniques,18671381,http://creativecommons.org/licenses/by/3.0/legalcode
Atmospheric Measurement Techniques Discussions,18678610,http://creativecommons.org/licenses/by/3.0/legalcode
"Atti della Accademia Peloritana dei Pericolanti : Classe di Scienze Fisiche, Matematiche e Naturali",3650359,http://creativecommons.org/licenses/by/3.0/legalcode
Australasian Accounting Business and Finance Journal,18342000,http://creativecommons.org/licenses/by/3.0/legalcode
Autism Insights,11795964,http://creativecommons.org/licenses/by/3.0/legalcode
Autism Research and Treatment,20901925,http://creativecommons.org/licenses/by/3.0/legalcode
Autoimmune Diseases,20900422,http://creativecommons.org/licenses/by/3.0/legalcode
Bakhtiniana : Revista de Estudos do Discurso,21764573,http://creativecommons.org/licenses/by/3.0/legalcode
Baltic Journal of Health and Physical Activity,20801297,http://creativecommons.org/licenses/by/3.0/legalcode
Bangladesh Journal of Pharmacology,1991007X,http://creativecommons.org/licenses/by/3.0/legalcode
Behavioral and Brain Functions,17449081,http://creativecommons.org/licenses/by/3.0/legalcode
Beilstein Journal of Organic Chemistry,18605397,http://creativecommons.org/licenses/by/3.0/legalcode
Bifröst Journal of Social Science,16707788,http://creativecommons.org/licenses/by/3.0/legalcode
Bilgi Dünyası,13023217,http://creativecommons.org/licenses/by/3.0/legalcode
Biochemistry Insights,11786264,http://creativecommons.org/licenses/by/3.0/legalcode
Biochemistry Research International,20902247,http://creativecommons.org/licenses/by/3.0/legalcode
Biodiversity : Research and Conservation,18972810,http://creativecommons.org/licenses/by/3.0/legalcode
Biogeosciences,17264170,http://creativecommons.org/licenses/by/3.0/legalcode
Biogeosciences Discussions,18106277,http://creativecommons.org/licenses/by/3.0/legalcode
Bioinformatics and Biology Insights,11779322,http://creativecommons.org/licenses/by/3.0/legalcode
Bioinorganic Chemistry and Applications,15653633,http://creativecommons.org/licenses/by/3.0/legalcode
Biological Letters,16447700,http://creativecommons.org/licenses/by/3.0/legalcode
Biology Direct,17456150,http://creativecommons.org/licenses/by/3.0/legalcode
Biology of Mood &amp; Anxiety Disorders,20455380,http://creativecommons.org/licenses/by/3.0/legalcode
Biomarker Insights,11772719,http://creativecommons.org/licenses/by/3.0/legalcode
Biomarkers in Cancer,1179299X,http://creativecommons.org/licenses/by/3.0/legalcode
Biomédica,1204157,http://creativecommons.org/licenses/by/3.0/legalcode
Biomedical Engineering and Computational Biology,11795972,http://creativecommons.org/licenses/by/3.0/legalcode
BioMedical Engineering OnLine,1475925X,http://creativecommons.org/licenses/by/3.0/legalcode
Biomedical Human Kinetics,20802234,http://creativecommons.org/licenses/by/3.0/legalcode
Biomedical Informatics Insights,11782226,http://creativecommons.org/licenses/by/3.0/legalcode
BioPsychoSocial Medicine,17510759,http://creativecommons.org/licenses/by/3.0/legalcode
Biosensors,20796374,http://creativecommons.org/licenses/by/3.0/legalcode
Biotechnology for Biofuels,17546834,http://creativecommons.org/licenses/by/3.0/legalcode
Biotechnology Research International,20903146,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Anesthesiology,14712253,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Biochemistry,14712091,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Bioinformatics,14712105,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Biology,17417007,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Biophysics,20461682,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Biotechnology,14726750,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Blood Disorders,14712326,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Cancer,14712407,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Cardiovascular Disorders,14712261,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Cell Biology,14712121,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Chemical Biology,14726769,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Clinical Pathology,14726890,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Clinical Pharmacology,14726904,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Complementary and Alternative Medicine,14726882,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Dermatology,14715945,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Developmental Biology,1471213X,http://creativecommons.org/licenses/by/3.0/legalcode
"BMC Ear, Nose and Throat Disorders",14726815,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Ecology,14726785,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Emergency Medicine,1471227X,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Endocrine Disorders,14726823,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Evolutionary Biology,14712148,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Family Practice,14712296,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Gastroenterology,1471230X,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Genetics,14712156,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Genomics,14712164,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Geriatrics,14712318,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Health Services Research,14726963,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Immunology,14712172,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Infectious Diseases,14712334,http://creativecommons.org/licenses/by/3.0/legalcode
BMC International Health and Human Rights,1472698X,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Medical Education,14726920,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Medical Ethics,14726939,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Medical Genetics,14712350,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Medical Genomics,17558794,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Medical Imaging,14712342,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Medical Informatics and Decision Making,14726947,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Medical Physics,17566649,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Medical Research Methodology,14712288,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Medicine,17417015,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Microbiology,14712180,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Molecular Biology,14712199,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Musculoskeletal Disorders,14712474,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Nephrology,14712369,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Neurology,14712377,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Neuroscience,14712202,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Nuclear Medicine,14712385,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Nursing,14726955,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Ophthalmology,14712415,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Oral Health,14726831,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Palliative Care,1472684X,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Pediatrics,14712431,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Pharmacology,14712210,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Physiology,14726793,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Plant Biology,14712229,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Pregnancy and Childbirth,14712393,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Psychiatry,1471244X,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Public Health,14712458,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Pulmonary Medicine,14712466,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Research Notes,17560500,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Structural Biology,14726807,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Surgery,14712482,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Systems Biology,17520509,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Urology,14712490,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Veterinary Research,17466148,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Women's Health,14726874,http://creativecommons.org/licenses/by/3.0/legalcode
BMGN : Low Countries Historical Review,1650505,http://creativecommons.org/licenses/by/3.0/legalcode
Boletín Científico Sapiens Research,22159312,http://creativecommons.org/licenses/by/3.0/legalcode
Bollettino del CILEA,11202440,http://creativecommons.org/licenses/by/3.0/legalcode
Bone Marrow Research,20902999,http://creativecommons.org/licenses/by/3.0/legalcode
Boundary Value Problems,16872762,http://creativecommons.org/licenses/by/3.0/legalcode
Breast Cancer : Basic and Clinical Research,11782234,http://creativecommons.org/licenses/by/3.0/legalcode
British Biotechnology Journal,22312927,http://creativecommons.org/licenses/by/3.0/legalcode
British Journal of Applied Science &amp; Technology,22310843,http://creativecommons.org/licenses/by/3.0/legalcode
British Journal of Environment and Climate Change,22314784,http://creativecommons.org/licenses/by/3.0/legalcode
British Journal of Mathematics &amp; Computer Science,22310851,http://creativecommons.org/licenses/by/3.0/legalcode
British Journal of Medicine and Medical Research,22310614,http://creativecommons.org/licenses/by/3.0/legalcode
British Journal of Pharmaceutical Research,22312919,http://creativecommons.org/licenses/by/3.0/legalcode
British Microbiology Research Journal,22310886,http://creativecommons.org/licenses/by/3.0/legalcode
Bulletin of Geography. Socio-Economic Series,17324254,http://creativecommons.org/licenses/by/3.0/legalcode
Bumi Lestari ,14119668,http://creativecommons.org/licenses/by/3.0/legalcode
Business and Economic Horizons,18041205,http://creativecommons.org/licenses/by/3.0/legalcode
Business and Economics Journal,21516219,http://creativecommons.org/licenses/by/3.0/legalcode
Business Intelligence Journal,19182325,http://creativecommons.org/licenses/by/3.0/legalcode
Business Management Dynamics,20477031,http://creativecommons.org/licenses/by/3.0/legalcode
Cadernos do PET Filosofia,21785880,http://creativecommons.org/licenses/by/3.0/legalcode
Cancer Cell International,14752867,http://creativecommons.org/licenses/by/3.0/legalcode
Cancer Growth and Metastasis,11790644,http://creativecommons.org/licenses/by/3.0/legalcode
Cancer Informatics,11769351,http://creativecommons.org/licenses/by/3.0/legalcode
Cancers,20726694,http://creativecommons.org/licenses/by/3.0/legalcode
Carbon Balance and Management,17500680,http://creativecommons.org/licenses/by/3.0/legalcode
Cardiology Research and Practice,20908016,http://creativecommons.org/licenses/by/3.0/legalcode
Cardiovascular Diabetology,14752840,http://creativecommons.org/licenses/by/3.0/legalcode
Cardiovascular Psychiatry and Neurology,20900163,http://creativecommons.org/licenses/by/3.0/legalcode
Cardiovascular Ultrasound,14767120,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Cardiology,20906404,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Critical Care,20906420,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Dentistry ,20906447,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Dermatological Medicine,20906463,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Emergency Medicine,2090648X,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Endocrinology,20906501,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Gastrointestinal Medicine,20906528,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Genetics,20906544,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Hematology,20906560,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Hepatology,20906587,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Infectious Diseases,20906625,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Medicine,16879627,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Nephrology,20906641,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Neurological Medicine,20906668,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Obstetrics and Gynecology,20906684,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Oncological Medicine,20906706,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Ophthalmological Medicine,20906722,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Orthopedics,20906749,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Otolaryngology,20906765,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Pathology,20906781,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Pediatrics,20906803,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Psychiatry,2090682X,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Pulmonology,20906846,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Radiology,20906862,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Rheumatology,20906889,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Surgery,20906900,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Transplantation,20906943,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Urology,2090696X,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Vascular Medicine,20906986,http://creativecommons.org/licenses/by/3.0/legalcode
Case Reports in Veterinary Medicine,20907001,http://creativecommons.org/licenses/by/3.0/legalcode
Çédille : Revista de Estudios Franceses,16994949,http://creativecommons.org/licenses/by/3.0/legalcode
Cell &amp; Bioscience,20453701,http://creativecommons.org/licenses/by/3.0/legalcode
Cell Communication and Signaling,1478811X,http://creativecommons.org/licenses/by/3.0/legalcode
Cell Division,17471028,http://creativecommons.org/licenses/by/3.0/legalcode
Central European Journal of Public Policy,18024866,http://creativecommons.org/licenses/by/3.0/legalcode
Cerebrospinal Fluid Research,17438454,http://creativecommons.org/licenses/by/3.0/legalcode
Challenges,20781547,http://creativecommons.org/licenses/by/3.0/legalcode
Chemical Sciences Journal,21503494,http://creativecommons.org/licenses/by/3.0/legalcode
Chemistry Central Journal,1752153X,http://creativecommons.org/licenses/by/3.0/legalcode
Chemotherapy Research and Practice,20902107,http://creativecommons.org/licenses/by/3.0/legalcode
Child and Adolescent Psychiatry and Mental Health,17532000,http://creativecommons.org/licenses/by/3.0/legalcode
Child Development Research,20903987,http://creativecommons.org/licenses/by/3.0/legalcode
Chinese Journal of Lung Cancer,10093419,http://creativecommons.org/licenses/by/3.0/legalcode
Chinese Medicine,17498546,http://creativecommons.org/licenses/by/3.0/legalcode
Chiropractic and Osteopathy,17461340,http://creativecommons.org/licenses/by/3.0/legalcode
Cholesterol,20901283,http://creativecommons.org/licenses/by/3.0/legalcode
Chromatography Research International,20903510,http://creativecommons.org/licenses/by/3.0/legalcode
Ciencia Cognitiva : Revista Electrónica de Divulgación,19887884,http://creativecommons.org/licenses/by/3.0/legalcode
Cilia,20462530,http://creativecommons.org/licenses/by/3.0/legalcode
Citius Altius Fortius,15828131,http://creativecommons.org/licenses/by/3.0/legalcode
Climate of the Past,18149324,http://creativecommons.org/licenses/by/3.0/legalcode
Climate of the Past Discussions,18149340,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical and Developmental Immunology,17402522,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical and Molecular Allergy,14767961,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical and Translational Allergy,20457022,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine : Arthritis and Musculoskeletal Disorders,11781149,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine : Blood Disorders,11782269,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine : Cardiology,11781165,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine : Case Reports,11786450,http://creativecommons.org/licenses/by/3.0/legalcode
"Clinical Medicine : Circulatory, Respiratory and Pulmonary Medicine",11781157,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine : Endocrinology and Diabetes ,11781173,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine : Gastroenterology,1178119X,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine : Geriatrics,1178217X,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine : Oncology,11779314,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine : Pathology,11781181,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine : Pediatrics,1178220X,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine : Reproductive Health,11786299,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine : Therapeutics,11791713,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine Insights : Arthritis and Musculoskeletal Disorders,11795441,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine Insights : Blood Disorders,1179545X,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine Insights : Cardiology,11795468,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine Insights : Case Reports,11795476,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine Insights : Dermatology,11795492,http://creativecommons.org/licenses/by/3.0/legalcode
"Clinical Medicine Insights : Ear, Nose and Throat",11795506,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine Insights : Endocrinology and Diabetes,11795514,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine Insights : Gastroenterology,11795522,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine Insights : Geriatrics,11795530,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine Insights : Oncology,11795549,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine Insights : Pathology,11795557,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine Insights : Pediatrics,11795565,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine Insights : Reproductive Health,11795581,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine Insights : Therapeutics,1179559X,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Medicine Insights : Women's Health,1179562X,http://creativecommons.org/licenses/by/3.0/legalcode
"Clinical Medicine Insights: Circulatory, Respiratory and Pulmonary Medicine",11795484,http://creativecommons.org/licenses/by/3.0/legalcode
