name,issn,licence
Akademeia,19231504,http://creativecommons.org/licenses/by/3.0/legalcode
Aktuální Gynekologie a Porodnictví,18039588,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Al Ameen Journal of Medical Sciences ,09741143,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Al-Qantara : Revista de Estudios Arabes,02113589,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Alasbimn Journal,07174055,http://creativecommons.org/licenses/by/3.0/legalcode
Albanian Journal of Mathematics,19301235,http://creativecommons.org/licenses/by/3.0/legalcode
Alea : Estudos Neolatinos,1517106X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Alexandría : Revista de Ciencias de la Información,18120962,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Algorithms,19994893,http://creativecommons.org/licenses/by/3.0/legalcode
Algorithms for Molecular Biology,17487188,http://creativecommons.org/licenses/by/3.0/legalcode
"Algoritmy, Metody i Sistemy Obrabotki Dannyh",22204229,http://creativecommons.org/licenses/by/3.0/legalcode
Alimentos e Nutrição ,01034235,http://creativecommons.org/licenses/by/3.0/legalcode
"Allergy, Asthma &amp; Clinical Immunology",17101484,http://creativecommons.org/licenses/by/3.0/legalcode
ALSIC : Apprentissage des Langues et Systèmes d'Information et de Communication,12864986,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Alternative Medicine Studies,20389477,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Altitude : An e-Journal of Emerging Humanities Work,14441160,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
AMB Express,21910855,http://creativecommons.org/licenses/by/3.0/legalcode
Ambiente &amp; Sociedade,1414753X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
América Latina Hoy,11302887,http://creativecommons.org/licenses/by-sa/3.0/legalcode
American Chemical Science Journal,22490205,http://creativecommons.org/licenses/by/3.0/legalcode
American Journal of Blood Research,21601992,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
American Journal of Cancer Research,21566976,http://creativecommons.org/licenses/by-nc/3.0/legalcode
American Journal of Cardiovascular Disease,2160200X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
American Journal of Experimental Agriculture,22310606,http://creativecommons.org/licenses/by/3.0/legalcode
American Journal of Nuclear Medicine and Molecular Imaging,21608407,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
American Journal of Stem Cells,21604150,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Americana : E-Journal of American Studies in Hungary,17874637,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Anadolu University Journal of Science and Technology - C. Life Sciences and Biotechnology,21460264,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Anadolu University Journal of Science and Technology. A : Applied Sciences and Engineering,13023160,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Anais Brasileiros de Dermatologia,03650596,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Anais da Academia Brasileira de Ciencias.,00013765,http://creativecommons.org/licenses/by-nc/3.0/legalcode
"Analele Universitatii din Craiova : Seria Agricultura, Montanologie, Cadastru",18418317,http://creativecommons.org/licenses/by/3.0/legalcode
Anales del Jardín Botánico de Madrid,02111322,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Análise,15162680,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Analytical Chemistry Insights,11773901,http://creativecommons.org/licenses/by/3.0/legalcode
Anatolian Journal of Obstetrics &amp; Gynecology,13088254,http://creativecommons.org/licenses/by/3.0/legalcode
Anatomy Research International ,20902743,http://creativecommons.org/licenses/by/3.0/legalcode
Ancilla Iuris,16618610,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
andererseits,21629242,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Anemia,20901267,http://creativecommons.org/licenses/by/3.0/legalcode
Anesthesiology Research and Practice,16876962,http://creativecommons.org/licenses/by/3.0/legalcode
Animal Biodiversity and Conservation,1578665X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Animals,20762615,http://creativecommons.org/licenses/by/3.0/legalcode
Animus : Revista Interamericana de Comunicação Midiática,1677907X,http://creativecommons.org/licenses/by/3.0/legalcode
Annales de Toxicologie Analytique,0768598X,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Annales Geophysicae,09927689,http://creativecommons.org/licenses/by/3.0/legalcode
Annali della Facoltà di Scienze della Formazione Università degli Studi di Catania,20381328,http://creativecommons.org/licenses/by-nd/3.0/legalcode
Annals and Essences of Dentistry ,09758798,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Annals of Cardiac Anaesthesia,09719784,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Annals of Clinical Microbiology and Antimicrobials,14760711,http://creativecommons.org/licenses/by/3.0/legalcode
Annals of Dunarea de Jos,1221454X,http://creativecommons.org/licenses/by/3.0/legalcode
Annals of General Psychiatry,1744859X,http://creativecommons.org/licenses/by/3.0/legalcode
Annals of Geophysics,15935213,http://creativecommons.org/licenses/by/3.0/legalcode
Annals of Indian Academy of Neurology,09722327,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Annals of Innovation &amp; Entrepreneurship,20007396,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Annals of Mechnikov's Institute,19934327,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Annals of Pediatric Cardiology,09742069,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Annals of Surgical Innovation and Research,17501164,http://creativecommons.org/licenses/by/3.0/legalcode
Annals of the University of Oradea : Economic Science,1222569X,http://creativecommons.org/licenses/by-nd/3.0/legalcode
Annals of Thoracic Medicine,18171737,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Annals of Tropical Medicine and Public Health,17556783,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Annals of Warsaw University of Life Sciences - SGGW : Land Reclamation,18988857,http://creativecommons.org/licenses/by/3.0/legalcode
Annual Review &amp; Research in Biology,22314776,http://creativecommons.org/licenses/by/3.0/legalcode
Annual Review of Cybertherapy and Telemedicine,15548716,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Antares : Letras e Humanidades,19844921,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Anthropological Notebooks,1408032X,http://creativecommons.org/licenses/by/3.0/legalcode
Anthropological Review,18986773,http://creativecommons.org/licenses/by/3.0/legalcode
Anthropologist,09720073,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Antimicrobial Resistance and Infection Control ,20472994,http://creativecommons.org/licenses/by/3.0/legalcode
Antrocom : Online Journal of Anthropology,19732880,http://creativecommons.org/licenses/by/3.0/legalcode
Antropologia e Teatro : Rivista di Studi,20392281,http://creativecommons.org/licenses/by/3.0/legalcode
Anuario de Estudios Americanos,02105810,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Anuario de Estudios Medievales,00665061,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Anuario Musical,02113538,http://creativecommons.org/licenses/by-nc/3.0/legalcode
AoB Plants,20412851,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Aphra Behn Online : Interactive Journal for Women in the Arts 1640-1830,21577129,http://creativecommons.org/licenses/by-nd/3.0/legalcode
Aporia : The Nursing Journal,19181345,http://creativecommons.org/licenses/by/3.0/legalcode
Applied and Environmental Soil Science,16877667,http://creativecommons.org/licenses/by/3.0/legalcode
Applied Computational Intelligence and Soft Computing,16879724,http://creativecommons.org/licenses/by/3.0/legalcode
Applied Physics Research,19169639,http://creativecommons.org/licenses/by/3.0/legalcode
Applied Technologies and Innovations,18041191,http://creativecommons.org/licenses/by/3.0/legalcode
APSP Journal of Case Reports,22188185,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Apuntes de Investigación del CECYP,03292142,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
"AR : Arhitektura, Raziskave",15805573,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Arak Medical University Journal ,17355338,http://creativecommons.org/licenses/by/3.0/legalcode
"Arbor : Ciencia, Pensamiento y Cultura",02101963,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arbutus Review,19231334,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Archaea ,14723646,http://creativecommons.org/licenses/by/3.0/legalcode
Archaeobios,19965214,http://creativecommons.org/licenses/by-nc/3.0/legalcode
ArcheoArte. Rivista Elettronica di Archeologia e Arte,20394543,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Archive of Mechanical Engineering ,00040738,http://creativecommons.org/licenses/by/3.0/legalcode
Archives of Civil Engineering,12302945,http://creativecommons.org/licenses/by/3.0/legalcode
Archives of Electrical Engineering,00040746,http://creativecommons.org/licenses/by/3.0/legalcode
Archives of Exercise in Health and Disease,16471652,http://creativecommons.org/licenses/by/3.0/legalcode
Archives of Metallurgy and Materials,17333490,http://creativecommons.org/licenses/by/3.0/legalcode
Archives of Polish Fisheries,12306428,http://creativecommons.org/licenses/by/3.0/legalcode
Archives of Thermodynamics,12310956,http://creativecommons.org/licenses/by/3.0/legalcode
Archives of Transport,08669546,http://creativecommons.org/licenses/by/3.0/legalcode
Archivo Español de Arte,00040428,http://creativecommons.org/licenses/by-nc/3.0/legalcode
"Archivos de Criminología, Criminalística y Seguridad Privada",20072023,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Archnet-IJAR : International Journal of Architectural Research,19946961,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Argumentos : Revista de Crítica Social,16668979,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Argumentum (Vitória),21769575,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
ARPN Journal of Systems and Software ,22229833,http://creativecommons.org/licenses/by/3.0/legalcode
Arqueología de la Arquitectura,16952731,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arqueología Iberoamericana,19894104,http://creativecommons.org/licenses/by/3.0/legalcode
Arquivo Brasileiro de Medicina Veterinária e Zootecnia,01020935,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arquivos Brasileiros de Cardiologia,0066782X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arquivos brasileiros de Endocrinologia e Metabologia,00042730,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arquivos Brasileiros de Oftalmologia,00042749,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arquivos de Gastroenterologia,00042803,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arquivos de Neuro-Psiquiatria,0004282X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Ars Bilduma,19899262,http://creativecommons.org/licenses/by/3.0/legalcode
Ars Disputandi : the Online Journal for Philosophy of Religion,15665399,http://creativecommons.org/licenses/by/3.0/legalcode
Arthritis,20901984,http://creativecommons.org/licenses/by/3.0/legalcode
Arts and Social Sciences Journal,21516200,http://creativecommons.org/licenses/by/3.0/legalcode
Arxius de Miscel-lània Zoològica,16980476,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Asclepio : Revista de Historia de la Medicina y de la Ciencia,02104466,http://creativecommons.org/licenses/by-nc/3.0/legalcode
ASEAS : Österreichische Zeitschrift für Südostasienwissenschaften,19992521,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Asia-Pacific Journal of Social Sciences,22295801,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Asian Journal of Management Research,22293795,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Asian Journal of Pharmaceutical and Biological Research,22312218,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Asian Journal of Pharmaceutics,09738398,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Asian Journal of Pharmacy and Life Science,22314423,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Asian journal of Sports Medicine,2008000X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Asian Journal of Transfusion Science,09736247,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Asian Social Science,19112017,http://creativecommons.org/licenses/by/3.0/legalcode
Aspeers : Emerging Voices in American Studies,18658768,http://creativecommons.org/licenses/by/3.0/legalcode
Astrophysics and Space Sciences Transactions (ASTRA),18106528,http://creativecommons.org/licenses/by/3.0/legalcode
Athenea Digital,15788946,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Atmosphere,20734433,http://creativecommons.org/licenses/by/3.0/legalcode
Atmospheric Chemistry and Physics,16807316,http://creativecommons.org/licenses/by/3.0/legalcode
Atmospheric Chemistry and Physics Discussions,16807367,http://creativecommons.org/licenses/by/3.0/legalcode
Atmospheric Measurement Techniques,18671381,http://creativecommons.org/licenses/by/3.0/legalcode
Atmospheric Measurement Techniques Discussions,18678610,http://creativecommons.org/licenses/by/3.0/legalcode
AtoZ : Novas Práticas em Informação e Conhecimento,2237826X,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
"Atti della Accademia Peloritana dei Pericolanti : Classe di Scienze Fisiche, Matematiche e Naturali",03650359,http://creativecommons.org/licenses/by/3.0/legalcode
Audiology,17351936,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Audiology Research,20394330,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Australasian Accounting Business and Finance Journal,18342000,http://creativecommons.org/licenses/by/3.0/legalcode
Autism Insights,11795964,http://creativecommons.org/licenses/by/3.0/legalcode
Autism Research and Treatment,20901925,http://creativecommons.org/licenses/by/3.0/legalcode
Autoimmune Diseases,20900422,http://creativecommons.org/licenses/by/3.0/legalcode
Autonomies. Revista Catalana de Dret Públic,02133458,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Avaliação : Revista da Avaliação da Educação Superior,14144077,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Avanzada Científica,10293450,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Aviation in Focus : Journal of Aeronautical Sciences,2179703X,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Bakhtiniana : Revista de Estudos do Discurso,21764573,http://creativecommons.org/licenses/by/3.0/legalcode
Baltic Journal of Health and Physical Activity,20801297,http://creativecommons.org/licenses/by/3.0/legalcode
Bangladesh Journal of Pharmacology,1991007X,http://creativecommons.org/licenses/by/3.0/legalcode
BAR : Brazilian Administration Review,18077692,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Barnboken : Tidskrift för Barnlitteraturforskning,0347772X,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Bartin Orman Fakultesi Dergisi,13020943,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Basic and Clinical Neuroscience,2008126X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Behavioral and Brain Functions,17449081,http://creativecommons.org/licenses/by/3.0/legalcode
Beilstein Journal of Organic Chemistry,18605397,http://creativecommons.org/licenses/by/3.0/legalcode
Biblionline,18094775,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Bifröst Journal of Social Science,16707788,http://creativecommons.org/licenses/by/3.0/legalcode
"Bijdragen tot de Taal-, Land- en Volkenkunde ",00062294,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Bilgi Dünyası,13023217,http://creativecommons.org/licenses/by/3.0/legalcode
Biochemistry Insights,11786264,http://creativecommons.org/licenses/by/3.0/legalcode
Biochemistry Research International,20902247,http://creativecommons.org/licenses/by/3.0/legalcode
Biociências,01043455,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Biodiversitas,1412033X,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Biodiversity : Research and Conservation,18972810,http://creativecommons.org/licenses/by/3.0/legalcode
Biodiversity Science,10050094,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Biogeosciences,17264170,http://creativecommons.org/licenses/by/3.0/legalcode
Biogeosciences Discussions,18106277,http://creativecommons.org/licenses/by/3.0/legalcode
Bioinformatics and Biology Insights,11779322,http://creativecommons.org/licenses/by/3.0/legalcode
Bioinorganic Chemistry and Applications,15653633,http://creativecommons.org/licenses/by/3.0/legalcode
Biological Letters,16447700,http://creativecommons.org/licenses/by/3.0/legalcode
Biology Direct,17456150,http://creativecommons.org/licenses/by/3.0/legalcode
Biology of Mood &amp; Anxiety Disorders,20455380,http://creativecommons.org/licenses/by/3.0/legalcode
Biomarker Insights,11772719,http://creativecommons.org/licenses/by/3.0/legalcode
Biomarkers in Cancer,1179299X,http://creativecommons.org/licenses/by/3.0/legalcode
Biomédica,01204157,http://creativecommons.org/licenses/by/3.0/legalcode
Biomedical Engineering and Computational Biology,11795972,http://creativecommons.org/licenses/by/3.0/legalcode
BioMedical Engineering OnLine,1475925X,http://creativecommons.org/licenses/by/3.0/legalcode
Biomedical Human Kinetics,20802234,http://creativecommons.org/licenses/by/3.0/legalcode
Biomedical Imaging and Intervention Journal,18235530,http://creativecommons.org/licenses/by-sa/3.0/legalcode
Biomedical Informatics Insights,11782226,http://creativecommons.org/licenses/by/3.0/legalcode
BioPsychoSocial Medicine,17510759,http://creativecommons.org/licenses/by/3.0/legalcode
Bioscience Discovery,22293469,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
Bioscience Horizons,17547431,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Biosensors,20796374,http://creativecommons.org/licenses/by/3.0/legalcode
"Biotechnologie, Agronomie, Société et Environnement",13706233,http://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
Biotechnology for Biofuels,17546834,http://creativecommons.org/licenses/by/3.0/legalcode
Biotechnology Research International,20903146,http://creativecommons.org/licenses/by/3.0/legalcode
Bitácora Urbano-Territorial,01247913,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode
BMC Anesthesiology,14712253,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Biochemistry,14712091,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Bioinformatics,14712105,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Biology,17417007,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Biophysics,20461682,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Biotechnology,14726750,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Blood Disorders,14712326,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Cancer,14712407,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Cardiovascular Disorders,14712261,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Cell Biology,14712121,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Chemical Biology,14726769,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Clinical Pathology,14726890,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Clinical Pharmacology,14726904,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Complementary and Alternative Medicine,14726882,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Dermatology,14715945,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Developmental Biology,1471213X,http://creativecommons.org/licenses/by/3.0/legalcode
"BMC Ear, Nose and Throat Disorders",14726815,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Ecology,14726785,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Emergency Medicine,1471227X,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Endocrine Disorders,14726823,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Evolutionary Biology,14712148,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Family Practice,14712296,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Gastroenterology,1471230X,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Genetics,14712156,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Genomics,14712164,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Geriatrics,14712318,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Health Services Research,14726963,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Immunology,14712172,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Infectious Diseases,14712334,http://creativecommons.org/licenses/by/3.0/legalcode
BMC International Health and Human Rights,1472698X,http://creativecommons.org/licenses/by/3.0/legalcode
BMC Medical Education,14726920,http://creativecommons.org/licenses/by/3.0/legalcode
